"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8"
25,5170;-16,4645;-17,6214;14,4845;17,2844;10,2338;6,6209;-7,6168
23,2974;-16,9806;-18,6694;12,4192;18,1442;9,3907;5,7776;-7,1172
20,9054;-17,5125;-19,5296;10,3712;19,0216;8,3755;4,7284;-6,4293
18,3235;-17,8722;-20,4055;8,1337;19,7095;7,1540;3,8682;-5,7415
15,7590;-18,0443;-21,1092;5,8963;20,4150;6,1217;3,0248;-5,0536
13,0048;-18,2320;-21,6409;3,6588;20,9309;5,1063;1,9925;-4,3657
10,2506;-18,2320;-21,9849;1,4381;21,4646;3,9019;0,9435;-3,6779
7,4964;-18,2477;-22,3445;-0,9882;21,8263;2,6975;0,0999;-2,9900
4,7422;-18,0915;-22,5320;-3,2257;22,0160;1,4931;-0,9490;-2,3187
2,0047;-17,7475;-22,5320;-5,4631;22,0160;0,2886;-1,7926;-1,4589
-0,9217;-17,4036;-22,5475;-7,7006;22,0338;-0,9158;-2,8415;-0,5825
-3,8647;-17,0754;-22,3911;-9,9542;21,8795;-2,1202;-3,7017;0,0887
-6,6189;-16,5753;-22,0626;-12,0194;21,5355;-3,3411;-4,5619;0,9652
-9,3731;-15,9033;-21,5623;-14,0847;21,2091;-4,3570;-5,4221;1,6363
-12,1434;-15,0276;-20,8744;-16,1816;20,6931;-5,5778;-6,2823;2,5129
-14,7253;-14,3557;-20,2022;-17,8867;20,2123;-6,6101;-7,1425;3,2008
-17,3230;-13,5118;-19,3424;-19,7954;19,3345;-7,6424;-8,0190;3,8886
-19,7327;-12,4802;-18,4983;-21,5318;18,6815;-8,6747;-8,7071;4,5596
-22,1735;-11,4485;-17,4824;-23,0960;17,6492;-9,7232;-9,4115;5,4532
-24,2233;-10,4329;-16,2788;-24,4880;16,6169;-10,5834;-9,9114;5,9522
-26,4914;-9,2293;-15,0912;-25,6924;15,6020;-11,4436;-10,6156;6,6571
-28,3997;-8,0257;-13,7157;-26,9122;14,3976;-12,3199;-11,1478;7,1560
-30,1357;-6,8385;-12,3563;-27,9597;13,2105;-13,0080;-11,4758;7,8609
-31,6995;-5,4466;-10,8090;-28,8352;11,8339;-13,7121;-12,0240;8,3768
-33,0910;-4,2595;-9,2617;-29,5385;10,4574;-14,2282;-12,1799;8,9098
-34,3104;-2,8840;-7,7144;-30,0697;9,0979;-14,7602;-12,5400;9,2538
-35,3576;-1,5086;-6,1834;-30,4289;7,5492;-15,1042;-12,7120;9,5977
-36,2475;-0,1331;-4,4643;-30,6160;6,0005;-15,4482;-12,9000;9,9417
-36,7636;1,2423;-2,7451;-30,6311;4,4518;-15,8081;-12,9000;10,3028
-37,3092;2,6345;-1,0260;-30,4743;2,9200;-15,9960;-12,9160;10,4748
-37,5108;3,8213;0,6932;-30,1303;1,1824;-15,9960;-12,7440;10,6468
-37,3388;5,1967;2,4123;-29,8166;-0,3663;-15,9960;-12,5720;10,8360
-37,1816;6,5891;4,1314;-29,1440;-1,9150;-16,0277;-12,4161;10,8360
-36,8672;7,7927;5,8675;-28,2994;-3,4472;-15,6679;-12,0721;10,8360
-36,1942;8,9963;7,3978;-27,2677;-5,1845;-15,5117;-11,7281;10,8360
-35,3493;10,1999;9,1340;-26,2514;-6,7495;-15,1837;-11,4002;10,8532
-34,3475;11,4207;10,6813;-25,0632;-8,1098;-14,6677;-10,8843;10,6812
-32,9720;12,4696;12,2459;-23,7032;-9,6747;-14,1518;-10,3845;10,5264
-31,6116;13,3121;13,6214;-22,1714;-11,0512;-13,6519;-9,6805;10,1823
-30,0946;14,3612;15,0142;-20,4523;-12,4438;-12,9640;-9,1969;9,8383
-28,2036;15,2209;16,2178;-18,7488;-13,6482;-12,2922;-8,3209;9,4942
-26,3280;16,1156;17,4389;-16,8579;-14,8527;-11,4324;-7,6331;9,1673
-24,2807;16,6141;18,4706;-14,9828;-16,0729;-10,5887;-6,9615;8,6512
-22,0617;17,3195;19,5199;-12,9200;-17,1210;-9,5409;-6,1017;8,1352
-19,6553;17,8354;20,3973;-10,8734;-17,9812;-8,6973;-5,2419;7,6361
-17,2648;18,3689;21,0852;-8,6226;-18,8572;-7,6656;-4,3986;6,9310
-14,7026;18,7304;21,7908;-6,5762;-19,5453;-6,6502;-3,3504;6,4319
-11,9368;18,9024;22,3245;-4,3580;-20,2491;-5,4466;-2,5071;5,7437
-9,3749;19,0920;22,6684;-1,9352;-20,7808;-4,2266;-1,4589;5,0556
-6,6414;19,1096;23,0480;0,2994;-21,1248;-3,2114;-0,6157;4,3675
-3,7034;18,9376;23,0480;2,5339;-21,4844;-2,0078;0,4326;3,6793
-0,9702;18,7656;23,0480;4,7685;-21,6564;-0,8043;1,2757;3,0080
1,9680;18,6112;23,0836;7,0030;-21,8596;0,3993;2,3242;2,1310
4,7010;18,2847;22,7396;9,2376;-21,6876;1,6029;3,1672;1,4596
7,6395;17,7686;22,4133;11,4893;-21,5311;2,8065;4,2157;0,5827
10,3893;17,2701;21,9150;13,5521;-21,1872;4,0269;5,0755;-0,0888
13,1564;16,5819;21,2268;15,6323;-20,8588;5,0417;5,9353;-0,9656
15,7345;15,8938;20,5564;17,5407;-20,3585;6,2622;6,7951;-1,6372
18,3301;15,2405;19,7138;19,2423;-19,6707;7,2939;7,6548;-2,5139
20,7364;14,1908;18,6815;21,1686;-18,9985;8,3256;8,5317;-3,2020
23,1605;13,3479;17,6667;22,7159;-18,1387;9,3573;9,2196;-3,8902
25,4130;12,3156;16,4798;24,2811;-17,2947;10,4062;9,9246;-4,5783
27,4757;11,3005;15,1032;25,6745;-16,2788;11,2659;10,4233;-5,2665
29,5747;10,0961;13,7267;26,8960;-15,0753;12,1257;11,1284;-5,9546
31,3121;8,8917;12,3674;27,9458;-13,8717;13,0028;11,6443;-6,6591
32,8594;7,7043;10,8187;28,8056;-12,6841;13,6907;12,1775;-7,1751
34,4434;6,3108;9,2700;29,6835;-11,3087;14,3959;12,5214;-7,6912
35,6470;5,1232;7,7384;30,4077;-9,9494;14,9118;12,8654;-8,2073
36,8875;3,7467;6,0175;30,7516;-8,4021;15,4277;13,2267;-8,7234
37,7844;2,3701;4,2966;31,1138;-6,8548;15,9611;13,3987;-9,2556
38,3003;0,9936;2,5758;31,3222;-5,3075;16,3225;13,5880;-9,5997
38,8534;-0,3830;0,8549;31,1502;-3,7602;16,4945;13,5880;-9,9598
39,0254;-1,7595;-0,8659;30,9964;-2,2129;16,6665;13,5880;-10,1319
39,2346;-3,1526;-2,5868;30,6705;-0,6822;16,8560;13,6053;-10,3039
39,0998;-4,3405;-4,3241;30,1908;1,0537;16,8735;13,4333;-10,4759
38,5837;-5,7335;-5,8564;29,3125;2,6010;16,7015;13,2786;-10,6640
38,1048;-6,9379;-7,5936;28,6605;4,1483;16,5470;12,9346;-10,6640
37,2631;-8,1423;-9,1423;27,6462;5,6956;16,1855;12,5906;-10,6640
36,2308;-9,3467;-10,6910;26,4598;7,2429;16,0484;12,2638;-10,6801
35,2537;-10,5673;-12,2557;25,0832;8,8073;15,5323;11,7477;-10,5081
33,7050;-11,5996;-13,6323;23,7245;10,1656;15,0162;11,2316;-10,3361
32,1746;-12,6479;-15,0247;22,1936;11,7473;14,5175;10,7327;-10,1803
30,4719;-13,5081;-16,2450;20,4904;12,9336;13,8294;10,0446;-9,8363
28,5970;-14,3683;-17,2615;18,5974;14,3264;13,1585;9,3565;-9,4923
26,5317;-15,2445;-18,4974;16,7043;15,5474;12,2983;8,6683;-9,1646
24,5022;-15,9326;-19,3576;14,8287;16,5791;11,4381;7,9972;-8,6324
22,0926;-16,6365;-20,2334;12,7808;17,6283;10,5951;7,1370;-8,3047
19,7005;-17,1684;-20,9216;10,5261;18,4881;9,5628;6,2768;-7,8050
17,1186;-17,5125;-21,6409;8,4780;19,3655;8,5305;5,4166;-7,1009
14,5540;-17,8722;-21,9849;6,2405;20,0534;7,4981;4,5733;-6,6013
11,7998;-18,0443;-22,3289;4,0030;20,7589;6,4828;3,5241;-5,9134
9,0456;-18,2320;-22,7040;1,7823;21,2926;5,2784;2,6807;-5,2256
6,3084;-18,2320;-22,7040;-0,6440;21,6365;4,0740;1,6317;-4,5377
3,3651;-18,2477;-22,7195;-2,8814;21,9983;2,8528;0,7881;-3,8498
0,6276;-18,0915;-22,5630;-5,1189;22,1880;1,8372;-0,2608;-3,1620
-2,3155;-17,7475;-22,2346;-7,3563;22,2058;0,6328;-1,1044;-2,4906
-5,0697;-17,4036;-21,7187;-9,6100;22,0338;-0,5717;-2,1533;-1,6143
-7,8239;-17,0912;-21,2184;-11,6752;21,8795;-1,7761;-2,9970;-0,9430
-10,5781;-16,3875;-20,5461;-13,7404;21,5355;-2,9805;-4,0458;-0,0666
-13,3483;-15,9033;-19,6863;-15,8216;21,2091;-4,2014;-4,9060;0,6213
-15,9461;-15,0276;-18,8422;-17,7304;20,7107;-5,2173;-5,7662;1,2924
-18,3558;-14,3557;-17,8106;-19,4512;20,0226;-6,4380;-6,6427;2,1690
-20,7811;-13,5118;-16,8105;-21,1877;19,3521;-7,4703;-7,3146;2,8568
-23,0185;-12,4802;-15,4192;-22,7519;18,5095;-8,5027;-8,1910;3,5279
-25,2868;-11,4485;-14,2315;-24,1285;17,4771;-9,5511;-8,8954;4,4045
-27,1798;-10,4329;-12,8721;-25,5204;16,4623;-10,4114;-9,3953;5,0924
-29,1033;-9,2293;-11,3248;-26,7401;15,2579;-11,2716;-10,0996;5,7972
-30,6519;-8,0257;-9,7774;-27,7877;14,0535;-12,1478;-10,6156;6,2961
-32,2157;-6,8385;-8,2464;-28,6631;12,8663;-12,8360;-11,1478;7,0010
-33,6222;-5,4466;-6,5109;-29,3665;11,4898;-13,5401;-11,4758;7,5169
-34,6545;-4,2595;-4,9800;-29,8825;10,1304;-14,0562;-12,0240;8,0328
-35,7165;-2,8840;-3,2609;-30,4289;8,5817;-14,5722;-12,1799;8,5488
-36,4195;-1,5086;-1,5417;-30,6160;7,0330;-15,1042;-12,5400;9,0818
-36,9504;-0,1331;0,1608;-30,6311;5,4843;-15,4641;-12,7280;9,4258
-37,3240;1,2423;2,0685;-30,4591;3,9356;-15,6361;-12,7280;9,7697
-37,3388;2,6178;3,8044;-30,3174;2,4037;-15,8081;-12,7280;10,1308
-37,1816;4,0100;5,3348;-29,8015;0,6661;-15,9960;-12,7280;10,3028
-36,8524;5,1967;7,0540;-29,3159;-0,8826;-16,0118;-12,7440;10,4748
-36,3513;6,5891;8,7902;-28,4714;-2,4147;-15,8399;-12,5880;10,6468
-35,6932;7,7927;10,3375;-27,4397;-4,1520;-15,6679;-12,2441;10,8360
-34,6615;8,9963;11,9020;-26,4233;-5,7007;-15,5117;-11,9001;10,8360
-33,6597;10,1999;13,2775;-25,2351;-7,2657;-15,1837;-11,5561;10,8532
-32,2993;11,4207;14,6529;-23,8751;-8,6260;-14,6677;-11,2283;10,6812
-30,7671;12,4524;16,0458;-22,3278;-10,1909;-14,1518;-10,7285;10,5092
-29,0632;13,5014;17,2669;-20,7961;-11,5674;-13,6519;-10,0244;10,3372
-27,1722;14,3612;18,2986;-19,0926;-12,9600;-12,9640;-9,5247;10,1823
-25,3120;15,2209;19,3479;-17,2017;-14,1644;-12,2922;-8,8368;9,8383
-23,0774;16,0982;20,2077;-15,3266;-15,3847;-11,4324;-8,1652;9,4942
-20,8585;16,8035;21,0852;-13,2638;-16,4170;-10,5726;-7,2891;9,1673
-18,4679;17,3195;21,7908;-11,2172;-17,4651;-9,7128;-6,6176;8,6342
-15,8898;17,8354;22,3245;-8,9826;-18,3253;-8,8692;-5,7578;8,3243
-13,3118;18,3689;22,6684;-6,7481;-19,2012;-7,8538;-4,8980;7,6191
-10,7498;18,7304;23,0302;-4,5135;-19,8894;-6,6339;-4,0547;7,1030
-8,0162;18,9024;23,2200;-2,2790;-20,5931;-5,6186;-3,0065;6,6039
-5,0783;19,0920;23,2200;-0,0444;-21,1248;-4,3986;-2,1632;5,9158
-2,3285;19,0920;23,2556;2,1734;-21,4844;-3,3834;-1,1150;5,2276
0,4046;19,1096;22,9116;4,5966;-21,6564;-2,1798;-0,2718;4,5395
3,3429;18,9552;22,5853;6,8311;-21,8440;-0,9762;0,7766;3,8514
6,0758;18,6112;22,0693;9,0828;-21,8440;0,2274;1,6196;3,1800
9,0144;18,2847;21,5709;11,1455;-21,8751;1,4310;2,6681;2,3031
11,7642;17,7686;20,9005;13,2083;-21,5311;2,6345;3,5279;1,6149
14,5314;17,2701;20,0579;15,2710;-21,1872;3,8549;4,3708;0,9435
17,1269;16,5819;19,0256;17,3688;-20,8588;4,8697;5,4194;0,0666
19,5156;15,9112;18,0109;19,0704;-20,3585;6,0903;6,2961;-0,6049
22,1292;15,0510;16,8064;20,9967;-19,6863;7,1050;6,9670;-1,4817
24,3637;14,2082;15,6194;22,5440;-18,8265;8,3256;7,8268;-2,1533
26,6162;13,1585;14,2429;24,1092;-17,9825;9,3744;8,7037;-3,0300
28,6971;12,3329;12,8836;25,5025;-16,9508;10,2170;9,3915;-3,7181
30,6244;11,1284;11,3349;26,7061;-15,9350;11,2659;10,0965;-4,4063
32,1717;9,9069;9,7863;27,9458;-14,7314;12,1430;10,5953;-5,0944
33,7373;8,9088;8,2546;28,8056;-13,5278;12,8135;11,3004;-5,7989
35,1312;7,5152;6,5338;29,6835;-12,3403;13,7080;11,8335;-6,2987
36,3532;6,3277;4,8129;30,3895;-10,9648;14,2066;12,1602;-7,0031
37,4219;4,9512;3,0920;30,9418;-9,6055;14,9118;12,7107;-7,5192
38,1098;3,5578;1,3712;31,1138;-8,0582;15,4452;12,8654;-8,0353
38,8348;2,3869;-0,3497;31,3040;-6,5109;15,7717;13,2267;-8,5676
39,2160;0,8048;-2,0705;31,3222;-4,9636;16,3225;13,3987;-8,9116
39,2160;-0,3830;-3,7914;31,1684;-3,4328;16,4945;13,5880;-9,2556
39,2532;-1,7595;-5,5286;30,8426;-1,6971;16,6665;13,5880;-9,5997
38,9092;-3,1361;-7,0610;30,3447;-0,1498;16,8560;13,6053;-9,9598
38,6023;-4,5290;-8,7981;29,6747;1,3808;16,8735;13,4160;-10,1319
37,9513;-5,7171;-10,3468;28,8325;3,1168;16,6840;13,4506;-10,3039
36,9190;-7,1099;-11,9116;27,8183;4,6641;16,7190;13,0893;-10,4920
35,9051;-8,3144;-13,2881;26,6139;6,2114;16,3749;12,9346;-10,4920
34,7375;-9,5350;-14,6806;25,4274;7,7587;16,0309;12,6078;-10,4920
33,2071;-10,5673;-15,8850;24,0687;9,3231;15,7043;12,0745;-10,4920
31,5045;-11,5996;-17,1052;22,5378;10,6985;15,1882;11,7477;-10,5081
29,6114;-12,6319;-18,1375;20,8169;12,0740;14,6895;11,2488;-10,3361
27,7364;-13,6802;-19,1855;19,1137;13,4667;14,0014;10,5607;-10,1803
25,7071;-14,5563;-20,0614;17,2381;14,6703;13,3306;9,8726;-9,8363
23,2796;-15,2445;-20,7496;15,1729;15,8913;12,4704;9,1844;-9,4923
21,0776;-15,9326;-21,4533;13,1077;16,9230;11,6102;8,4963;-9,1484
18,4956;-16,6365;-21,9849;11,0596;17,9723;10,7499;7,8252;-8,8206
15,9137;-17,1684;-22,3289;8,8222;18,8320;9,9069;6,9650;-8,3047
13,3491;-17,5125;-22,7040;6,5847;19,7095;8,8746;6,1048;-7,7888
10,6121;-17,8722;-22,7040;4,3473;20,4150;7,8593;5,2446;-7,2891
7,6685;-18,0443;-22,7040;2,1098;20,9309;6,6379;4,4012;-6,5850
4,9143;-18,2320;-22,7350;-0,1110;21,4646;5,6225;3,3521;-6,0854
2,1769;-18,2320;-22,3911;-2,5372;21,8263;4,4181;2,5087;-5,3975
-0,7496;-18,2477;-22,0782;-4,7747;21,9983;3,1969;1,4596;-4,7097
-3,6926;-18,0915;-21,3903;-7,0121;22,1880;2,1981;0,6161;-4,0218
-6,4468;-17,7475;-20,7025;-9,2658;22,2058;0,7881;-0,4329;-3,3339
-9,2010;-17,4036;-20,0302;-11,3310;22,0338;-0,2275;-1,2765;-2,6626
-11,9712;-17,0912;-19,1861;-13,3962;21,8795;-1,4320;-2,3253;-1,7862
-14,5532;-16,3875;-18,1545;-15,4774;21,5532;-2,6364;-3,1855;-1,1150
-17,1509;-15,9033;-17,1385;-17,3862;21,0371;-3,8408;-4,0293;-0,2386
-19,5606;-15,0435;-15,9508;-19,1071;20,5387;-5,0616;-5,0780;0,4326
-21,9858;-14,1837;-14,5754;-20,8279;19,8682;-6,0939;-5,9546;1,3091
-24,2387;-13,3239;-13,2159;-22,5798;19,0080;-7,1262;-6,6264;1,9970
-26,3193;-12,4802;-11,6525;-23,9564;18,1653;-8,1585;-7,5029;2,6681
-28,2276;-11,4645;-10,3093;-25,3483;17,1330;-9,2071;-8,1910;3,5447
-29,9485;-10,2448;-8,5740;-26,5681;16,1182;-10,0673;-8,8792;4,2326
-31,6995;-9,2293;-7,0430;-27,6157;14,9138;-10,9275;-9,5835;4,9204
-33,0910;-8,0420;-5,3238;-28,4911;13,7267;-11,7877;-10,0996;5,6083
-34,3104;-6,6502;-3,6047;-29,1792;12,3501;-12,6639;-10,6156;6,3131
-35,3576;-5,4630;-1,8856;-29,8977;10,9736;-13,3681;-11,1317;6,8290
-36,2475;-4,0711;-0,1664;-30,2417;9,6142;-13,8841;-11,6639;7,3279
-36,7636;-2,9005;1,5527;-30,6160;8,0655;-14,4002;-12,0240;8,0328
-37,3092;-1,3201;3,2719;-30,6311;6,5168;-14,9322;-12,1799;8,5658
-37,4960;-0,1331;4,9910;-30,4591;4,9681;-15,2762;-12,5560;8,8927
-37,5108;1,2423;6,7101;-30,3174;3,4194;-15,6361;-12,5400;9,4258
-37,3683;2,6178;8,4464;-29,8015;1,8874;-15,8240;-12,7280;9,7697
-36,8524;3,9932;9,9937;-29,3007;0,1499;-15,8081;-12,7280;10,1308
-36,3662;5,3856;11,5582;-28,6433;-1,3822;-16,0118;-12,7440;10,3028
-35,5212;6,5722;12,9163;-27,6116;-3,1196;-15,8399;-12,5720;10,4748
-34,5194;7,9647;14,4810;-26,5952;-4,6683;-15,6679;-12,4161;10,6468
-33,1439;9,1853;15,8739;-25,4070;-6,2170;-15,5117;-12,0721;10,8360
-31,7835;10,1999;17,0950;-24,0316;-7,7656;-15,1678;-11,7281;10,8360
-30,2665;11,4207;18,1267;-22,6872;-9,3305;-14,8397;-11,4002;10,8360
-28,3755;12,4524;19,1584;-20,9680;-10,7071;-14,3238;-10,8682;10,8532
-26,4999;13,5014;20,2077;-19,2646;-12,0836;-13,8238;-10,5565;10,6812
-24,4526;14,3612;21,0852;-17,3736;-13,4762;-13,1360;-9,8525;10,5092
-22,2335;15,2209;21,7908;-15,4826;-14,6806;-12,4641;-9,3527;10,3543
-19,8272;16,0982;22,3067;-13,6076;-15,9009;-11,6043;-8,6811;10,0103
-17,4367;16,8035;22,8404;-11,5609;-16,9490;-10,7446;-7,8050;9,6663
-14,8745;17,3195;23,2022;-9,3264;-17,7934;-9,8848;-7,1335;9,3393
-12,1087;17,8354;23,3920;-7,0918;-18,8572;-9,0412;-6,2737;8,8062
-9,5629;18,3689;23,3920;-4,8573;-19,5453;-8,0095;-5,4139;8,4792
-6,6251;18,7304;23,4098;-2,6227;-20,2491;-6,9941;-4,5541;7,9802
-3,8917;18,9024;23,2556;-0,3882;-20,7652;-5,7742;-3,6943;7,2750
-0,9536;19,0920;22,9294;1,8296;-21,2968;-4,7589;-2,8510;6,7760
1,7794;19,1096;22,4133;4,2528;-21,6564;-3,5553;-1,8028;6,0709
4,7178;18,9376;21,9150;6,4873;-21,8284;-2,3517;-0,9430;5,5717
7,4506;18,7656;21,2446;8,7390;-22,0160;-1,1316;-0,0999;4,9005
10,3893;18,6112;20,4020;10,8017;-22,0315;-0,1165;0,9318;4,0234
13,1564;18,2847;19,3697;12,8472;-21,8751;1,0871;1,9803;3,3353
15,7345;17,7862;18,3374;15,1165;-21,5311;2,2907;2,8400;2,6471
18,3125;17,0805;17,3226;17,0075;-21,2028;3,4942;3,6830;1,9757
20,9083;16,5819;16,1357;18,9160;-20,6868;4,6978;4,7316;1,1155
23,3324;15,9112;14,7591;20,6352;-20,1866;5,9183;5,5914;0,2386
25,5849;15,0510;13,3999;22,3721;-19,5144;6,9500;6,4511;-0,4495
27,6476;14,2082;11,8512;23,9372;-18,6546;7,9817;7,3279;-1,1210
29,7466;13,1759;10,3025;25,3306;-17,8106;9,0134;7,9988;-1,9978
31,4658;12,1435;8,7709;26,5342;-16,7789;10,0622;8,8756;-2,6694
33,2215;11,1284;7,0500;27,7558;-15,7630;10,9220;9,5635;-3,5461
34,5970;9,9240;5,3292;28,8236;-14,5754;11,7818;10,2685;-4,2342
36,0093;8,7196;3,6083;29,5115;-13,1999;12,6416;10,7672;-4,9224
37,0595;7,5322;1,8874;30,2175;-11,8245;13,5187;11,4896;-5,6269
37,9378;6,1387;0,1666;30,7516;-10,4490;14,2239;11,8163;-6,1266
38,6443;4,9512;-1,5543;31,1138;-9,0898;14,7398;12,3495;-6,8311
39,1974;3,5746;-3,2751;31,3040;-7,5425;15,2558;12,6934;-7,3472
39,3694;2,1981;-4,9960;31,3222;-5,9951;15,7891;13,0547;-7,8632
39,5786;0,8215;-6,7332;31,1502;-4,4478;16,1331;13,2267;-8,3793
39,4439;-0,5550;-8,2656;31,0146;-2,9170;16,4945;13,3987;-8,9116
38,9278;-1,9316;-10,0027;30,5167;-1,1813;16,6665;13,5880;-9,2556
38,4489;-3,3081;-11,5674;29,8467;0,3660;16,8560;13,5880;-9,5997
37,5886;-4,7011;-12,9440;29,0046;1,8966;16,8560;13,6053;-9,9598
36,7654;-5,9055;-14,3205;27,9723;3,6325;16,8735;13,4333;-10,1319
35,5794;-7,0936;-15,7130;26,9760;5,1798;16,7190;13,2613;-10,3039
34,2396;-8,4864;-16,9332;25,5994;6,7271;16,3575;13,1066;-10,4759
32,5188;-9,7070;-17,9655;24,2408;8,2744;16,2204;12,7626;-10,6640
30,8161;-10,7393;-18,9978;22,6921;9,8389;15,6869;12,4185;-10,6640
28,9412;-11,7716;-20,0614;21,1788;11,2143;15,3777;12,0918;-10,6801
26,8759;-12,8039;-20,7496;19,2681;12,6070;14,6721;11,5757;-10,5081
24,8465;-13,8682;-21,4533;17,5823;13,7933;14,1734;11,0768;-10,3361
22,4368;-14,5404;-21,9693;15,5171;15,2035;13,5026;10,3887;-10,1641
20,0448;-15,4165;-22,5165;13,4519;16,2352;12,6424;9,7005;-10,0083
17,4628;-16,1046;-22,6885;11,4039;17,2669;11,7822;9,0124;-9,6643
14,8983;-16,8086;-22,8760;9,1664;18,3162;10,9220;8,3413;-9,3204
12,1441;-17,3404;-22,8760;6,9289;19,1936;10,0789;7,4811;-8,9926
9,4070;-17,6845;-22,8915;4,6915;19,8814;9,0466;6,6209;-8,4767
6,4806;-18,0443;-22,7505;2,4540;20,5870;8,0314;5,7607;-7,9608
3,5372;-18,2163;-22,2346;0,2166;21,1029;6,8099;4,9005;-7,4448
0,7997;-18,4040;-21,7187;-2,0043;21,6365;5,7946;4,0403;-6,9452
-2,1433;-18,4197;-21,2339;-4,4304;21,9983;4,5733;3,1969;-6,2410
-4,8811;-18,2477;-20,3742;-6,6842;22,1880;3,5578;2,1478;-5,7415
-7,8239;-18,0757;-19,5144;-8,7332;22,1880;2,3534;1,3043;-5,0536
-10,5942;-17,9195;-18,6860;-10,9868;22,2058;1,1489;0,2553;-4,3657
-13,1601;-17,5913;-17,4667;-13,0520;22,0338;-0,0555;-0,5883;-3,6943
-15,9461;-17,0754;-16,4666;-15,1332;21,8795;-1,2599;-1,6372;-2,8180
-18,3558;-16,5753;-15,0912;-17,0262;21,5532;-2,4643;-2,4808;-2,1467
-20,7654;-15,9033;-13,7157;-18,9350;21,0548;-3,6852;-3,5296;-1,2703
-23,2061;-15,0276;-12,3563;-20,6715;20,3667;-4,7011;-4,3898;-0,5825
-25,2714;-14,3557;-10,8090;-22,2202;19,6962;-5,9219;-5,2501;0,0887
-27,3519;-13,5118;-9,2617;-23,7843;18,8360;-6,9542;-6,1103;0,9652
-29,2601;-12,4802;-7,7306;-25,1763;17,9933;-7,9865;-6,9868;1,6363
-30,9961;-11,4645;-6,0115;-26,3960;16,9785;-9,0188;-7,6749;2,5129
-32,5749;-10,2448;-4,2923;-27,4436;15,7741;-10,0673;-8,3631;3,2008
-33,7793;-9,2455;-2,5732;-28,3038;14,5696;-10,9436;-9,0512;3,8718
-34,9986;-7,8538;-0,8707;-29,1944;13,3825;-11,6157;-9,7555;4,7485
-36,0606;-6,6502;1,0370;-29,7105;12,0060;-12,4919;-10,2716;5,4532
-36,7636;-5,4630;2,7561;-30,2569;10,6466;-13,1800;-10,7877;5,9522
-37,2944;-4,0876;4,4753;-30,4289;9,0808;-13,8841;-11,3198;6,6571
-37,6680;-2,7121;6,1944;-30,6160;7,7213;-14,4161;-11,6639;7,1560
-37,6680;-1,3367;7,9306;-30,6462;6,1896;-14,7443;-12,0079;7,8609
-37,6975;0,0388;9,4779;-30,3023;4,4518;-15,2762;-12,3680;8,3939
-37,3683;1,4142;11,0252;-29,9735;2,9032;-15,6361;-12,5400;8,7207
-36,8672;2,7897;12,5898;-29,4879;1,3712;-15,8081;-12,7280;9,2538
-36,2090;4,1820;13,9652;-28,6281;-0,3663;-15,9960;-12,7280;9,5977
-35,1922;5,3687;15,3407;-27,7836;-1,8985;-15,9960;-12,7280;9,9417
-33,9887;6,7611;16,7336;-26,7672;-3,6358;-16,0118;-12,7440;10,3028
-32,8151;7,9647;17,9547;-25,5790;-5,1845;-15,8557;-12,5720;10,4748
-31,2829;9,1682;19,0040;-24,2035;-6,7332;-15,4959;-12,4161;10,6468
-29,5789;10,3718;19,8461;-22,8436;-8,2981;-15,3556;-12,0721;10,8360
-27,6879;11,5926;20,9132;-21,3118;-9,6585;-14,8238;-11,7281;10,8360
-25,8277;12,6243;21,6188;-19,6084;-11,2233;-14,5117;-11,4002;10,8360
-23,6086;13,6733;22,1347;-17,7174;-12,6159;-13,8079;-10,8843;10,8532
-21,2023;14,5331;22,6507;-15,8264;-13,8203;-13,3079;-10,3684;10,6812
-18,7959;15,4103;23,2022;-13,9674;-15,0247;-12,6361;-9,8686;10,5092
-16,4054;16,0982;23,3742;-11,7168;-16,2450;-11,7763;-9,1808;10,3372
-13,8433;16,7860;23,5818;-9,6702;-17,2931;-10,9165;-8,4929;10,1823
-11,0935;17,4914;23,3920;-7,4356;-18,1533;-10,0567;-7,8213;9,8383
-8,3599;18,0249;23,4276;-5,2011;-19,0135;-9,2131;-6,9615;9,5114
-5,4221;18,3689;23,1014;-2,9665;-19,9050;-8,1814;-6,1017;8,9782
-2,6888;18,7304;22,5853;-0,7486;-20,4211;-7,1498;-5,2419;8,6512
0,2494;18,9024;22,0870;1,6745;-20,9372;-6,1344;-4,3822;8,1522
2,9824;19,0920;21,3989;3,9090;-21,4688;-4,9144;-3,5224;7,4471
5,9039;19,0920;20,7284;6,1436;-21,8284;-3,8992;-2,6791;6,9480
8,8425;19,1096;19,8859;8,3952;-22,0160;-2,6956;-1,6308;6,2429
11,6095;18,9552;18,8712;10,4408;-22,0160;-1,4920;-0,7877;5,7437
14,1703;18,6112;17,6667;12,6926;-22,0315;-0,2884;0,2607;5,0556
16,9376;18,2847;16,4623;14,7727;-21,8751;0,9151;1,1038;4,3843
19,5332;17,7686;15,2927;16,6637;-21,5311;2,1187;2,1522;3,5073
21,9573;17,2701;13,7267;18,5546;-21,2184;3,3391;2,9952;2,8192
24,1918;16,5994;12,3674;20,4809;-20,5149;4,3539;4,0437;2,1478
