"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8"
-36,3217;-4,5126;3,0920;-14,6169;13,9652;14,3785;-0,5991;11,1972
-35,9777;-5,9055;1,3712;-16,5099;15,3755;15,0838;0,2440;11,0080
-35,6783;-7,1099;-0,3497;-18,4187;16,4072;15,5997;1,2924;11,0424
-34,8185;-8,2981;-2,0540;-20,1552;17,4389;16,1331;2,1522;10,6812
-33,9737;-9,7070;-3,9635;-21,7039;18,4881;16,4771;2,9952;10,5264
-32,9570;-10,7393;-5,6843;-23,2681;19,3479;16,8385;4,0437;10,1823
-31,7835;-11,7556;-7,4215;-24,6601;20,2430;17,0280;4,9035;9,8383
-30,2362;-12,9920;-8,9540;-25,8799;20,7413;17,0105;5,7633;9,5114
-28,7193;-13,8522;-10,6910;-26,9275;21,4646;17,2175;6,6401;8,9953
-26,8284;-14,7124;-12,2557;-27,7877;21,8085;17,0455;7,3109;8,4792
-24,9528;-15,5885;-13,6323;-28,6631;22,1702;16,8735;8,1878;7,9802
-22,9056;-16,2767;-15,0088;-29,3816;22,3422;16,7190;8,8756;7,2750
-20,6866;-16,9806;-16,4012;-29,7257;22,5498;16,3749;9,5806;6,7760
-18,2803;-17,5125;-17,6214;-30,1000;22,3600;16,0484;10,0965;6,0878
-15,8740;-17,8565;-18,6537;-30,1000;22,3955;15,5323;10,6125;5,3997
-13,4996;-18,2005;-19,7017;-30,1151;22,0515;15,0336;11,1284;4,7284
-10,7337;-18,5760;-20,5619;-29,9583;21,7252;14,3455;11,6615;3,8514
-8,1719;-18,5603;-21,4377;-29,6295;21,2268;13,6747;12,0055;3,1632
-5,4221;-18,7637;-22,1414;-29,1440;20,5387;12,8145;12,3495;2,4919
-2,6723;-18,5760;-22,6730;-28,2842;19,8682;11,9542;12,7107;1,6317
0,0775;-18,6074;-23,0325;-27,4397;19,0080;11,1112;12,8827;0,7547
2,8273;-18,2635;-23,2045;-26,4080;18,1653;10,0618;13,0720;0,0833
5,5602;-17,9353;-23,3920;-25,4070;17,1505;9,2358;13,0720;-0,7936
8,5159;-17,4193;-23,4075;-24,0316;15,9461;8,0143;13,0720;-1,4651
11,0767;-16,9192;-23,2355;-22,6872;14,7417;6,9990;13,0893;-2,3253
13,8612;-16,2314;-23,0945;-20,9524;13,5546;5,7776;12,9173;-3,2020
16,2501;-15,5594;-22,5786;-19,4365;12,1953;4,7622;12,7626;-3,8902
18,8457;-14,6996;-22,0782;-17,5455;10,6294;3,5578;12,4013;-4,5783
21,2697;-13,8398;-21,3903;-15,6545;9,2700;2,3534;12,2638;-5,2665
23,5043;-13,0120;-20,7337;-13,7795;7,7213;1,1489;11,7305;-5,9546
25,7747;-11,7924;-19,6863;-11,7328;6,1726;-0,0555;11,4037;-6,6591
27,6656;-10,7768;-18,8579;-9,4821;4,6408;-1,2433;10,8876;-7,1588
29,5747;-9,5732;-17,6544;-7,4356;2,9032;-2,6529;10,3887;-7,8632
31,3121;-8,3696;-16,4666;-5,2011;1,3712;-3,6687;9,7005;-8,3793
32,8777;-7,1823;-15,0912;-2,9665;-0,3663;-4,8732;9,0124;-8,9116
34,2715;-5,7905;-13,7317;-0,7486;-1,8985;-6,0939;8,3243;-9,2394
35,5119;-4,6034;-12,1683;1,6745;-3,6358;-7,1262;7,6532;-9,7717
36,3717;-3,2279;-10,8251;3,9090;-5,1845;-8,1585;6,7929;-10,1319
37,2500;-1,8525;-9,1059;6,1436;-6,7332;-9,1909;5,9327;-10,3039
37,9749;-0,4770;-7,3705;8,3952;-8,2819;-10,2393;5,0725;-10,4597
38,3374;0,8984;-5,8559;10,4408;-9,8467;-11,0995;4,2123;-10,8360
38,5280;2,2739;-3,9485;12,6926;-11,2233;-11,9758;3,3521;-10,8199
38,5652;3,6493;-2,2294;14,7727;-12,5998;-12,6639;2,5087;-11,0080
38,2211;5,0417;-0,5102;16,6637;-13,9924;-13,3521;1,4596;-11,0241
37,9142;6,2283;1,1922;18,5722;-15,1968;-14,0562;0,6161;-10,8360
37,2446;7,6038;3,1000;20,2914;-16,4170;-14,5722;-0,4329;-10,8521
36,4028;8,9963;4,8191;22,0282;-17,4651;-15,1042;-1,2931;-10,6962
35,3889;10,2170;6,5382;23,5755;-18,3253;-15,4482;-2,1367;-10,3361
34,2029;11,2487;8,2744;25,1586;-19,1855;-15,8081;-3,1855;-10,1803
32,8446;12,2804;9,8217;26,3622;-20,0771;-15,9801;-4,0458;-9,8363
31,3324;13,3121;11,3690;27,5838;-20,5931;-16,1680;-4,9060;-9,5085
29,4393;14,3612;12,9163;28,6336;-21,1092;-16,1680;-5,7662;-8,9926
27,5463;15,2209;14,4810;29,5115;-21,6564;-16,1838;-6,6427;-8,4767
25,6891;16,0982;15,8739;30,2175;-21,8284;-16,0118;-7,3309;-7,9608
23,4517;16,7860;17,0775;30,7516;-22,0005;-15,8557;-8,0190;-7,4611
21,2320;17,4914;18,2986;31,1138;-22,2035;-15,5276;-8,7071;-6,7569
18,8399;18,0249;19,3303;31,2858;-22,0315;-14,9958;-9,3953;-6,2573
16,2579;18,3689;20,3797;31,4942;-21,8596;-14,6837;-10,0996;-5,5695
13,6760;18,7304;21,2572;31,3404;-21,7187;-13,9799;-10,6318;-4,8980
11,1113;18,9024;21,9628;30,9964;-21,2028;-13,4799;-10,9597;-4,0218
8,3571;19,0920;22,4787;30,6887;-20,7025;-12,8080;-11,4918;-3,3339
5,6029;19,0920;23,0124;30,0188;-20,0146;-11,9483;-11,8359;-2,6626
2,8487;19,1272;23,3742;29,1585;-19,3424;-11,0885;-12,1960;-1,8028
0,1111;18,7480;23,5462;28,3164;-18,4983;-10,2448;-12,3680;-0,9264
-2,8484;18,8008;23,7360;27,3021;-17,4667;-9,2131;-12,5400;-0,2552
-5,4139;18,2671;23,7717;26,1156;-16,4508;-8,1814;-12,7280;0,6213
-8,1681;17,9406;23,4098;24,7570;-15,2472;-7,1498;-12,7280;1,2924
-10,9385;17,4421;23,2734;23,2083;-14,0436;-6,1344;-12,7440;2,1690
-13,5364;16,7714;22,7574;21,6951;-12,8561;-4,9308;-12,5720;2,8400
-15,9461;15,8938;22,2591;19,7844;-11,4967;-3,7272;-12,4161;3,7167
-18,3715;15,2231;21,5886;18,0811;-9,9332;-2,5237;-12,0560;4,3877
-20,6090;14,3802;20,7461;16,2055;-8,5740;-1,3035;-11,9162;5,2813
-22,8619;13,3479;19,7138;14,1403;-7,0267;-0,3051;-11,3842;5,7802
-24,9426;12,3156;18,6991;12,0923;-5,4957;1,0871;-11,0563;6,4681
-26,8509;11,3005;17,4947;9,8377;-3,7602;2,2907;-10,5404;7,1730
-28,5870;10,0961;16,3077;7,7895;-2,2294;3,4942;-10,0244;7,6719
-30,1357;8,9088;14,9312;5,5521;-0,4936;4,7147;-9,5247;8,3768
-31,7146;7,5152;13,5720;3,3314;1,0537;5,7294;-8,8368;8,9098
-32,9340;6,3277;12,0233;0,9050;2,5842;6,9500;-8,1652;9,2367
-33,9812;4,9512;10,4746;-1,3324;4,3202;7,9817;-7,2891;9,7697
-34,8713;3,5746;8,9430;-3,5699;5,8675;9,0134;-6,6176;10,1137
-35,3874;2,1981;7,2221;-5,8073;7,4148;10,0451;-5,7578;10,4748
-35,9331;0,8215;5,5012;-8,0610;8,9621;11,0940;-4,8980;10,6468
-36,1052;-0,5550;3,7804;-10,1263;10,5266;11,9538;-4,0382;10,8188
-36,3068;-1,9316;2,0763;-12,1915;11,9020;12,8308;-3,1785;10,9908
-36,1645;-3,3081;0,1666;-14,2727;13,2948;13,5014;-2,3352;11,1800
-35,6486;-4,7011;-1,5543;-16,1657;14,4984;14,3959;-1,2869;11,1800
-35,1625;-5,8892;-3,2751;-18,0745;15,7020;14,8944;-0,4438;11,1800
-34,3027;-7,2820;-4,9960;-19,7954;16,9230;15,6171;0,6046;11,1972
-33,4728;-8,4864;-6,7169;-21,5318;17,9547;15,9437;1,4477;11,0252
-32,2843;-9,6908;-8,4540;-23,1115;19,0216;16,4945;2,4961;10,8704
-30,9239;-10,9114;-10,0027;-24,3005;19,6918;16,6490;3,3559;10,5092
-29,3918;-11,9437;-11,5514;-25,7078;20,5870;17,0280;4,2157;10,3543
-27,6727;-12,9920;-13,1160;-26,7401;21,1029;17,0105;5,0755;10,0275
-25,9842;-13,8522;-14,4926;-27,8030;21,6188;17,2000;5,9353;9,4942
-23,9214;-14,7124;-15,8850;-28,4911;22,1702;17,2175;6,8120;9,1673
-21,8898;-15,5885;-17,0894;-29,1944;22,3422;17,0630;7,4829;8,6512
-19,4678;-16,2767;-18,3096;-29,7408;22,5320;16,7015;8,3597;8,1522
-17,2648;-16,9806;-19,3576;-29,9128;22,5320;16,5470;9,0476;7,4471
-14,6867;-17,5125;-20,2178;-30,1000;22,5498;16,2204;9,7526;6,9480
-12,1087;-17,8565;-21,0936;-30,1151;22,3955;15,7043;10,2514;6,2599
-9,5468;-18,2005;-21,7818;-29,9583;22,0693;15,2056;10,9564;5,5717
-6,7970;-18,5603;-22,5010;-29,6295;21,5532;14,5175;11,4896;4,8836
-4,0472;-18,7480;-22,8450;-29,1288;21,0548;13,8467;11,8335;4,2123
-1,2974;-18,7480;-23,2045;-28,4561;20,3667;12,9692;12,1775;3,3353
1,4524;-18,7637;-23,3920;-27,6116;19,6962;12,3156;12,5214;2,6639
4,2022;-18,6074;-23,3920;-26,5952;18,8536;11,2661;12,8827;1,7870
6,9690;-18,2635;-23,4230;-25,3917;17,8212;10,4230;13,0720;1,1155
9,5300;-17,9353;-23,0790;-24,2035;16,8064;9,3907;13,0547;0,2553
12,2970;-17,4193;-22,7505;-22,8591;15,6020;8,3755;13,2440;-0,6215
14,8751;-16,9192;-22,2346;-21,1243;14,4150;7,1540;13,2613;-1,2931
17,4707;-16,2314;-21,7498;-19,6084;13,0384;6,1387;13,0893;-2,1698
19,8946;-15,5594;-20,8744;-17,7174;11,6619;4,9343;12,9173;-2,8415
22,1292;-14,6996;-20,2178;-15,8264;10,3025;3,7299;12,7453;-3,7181
24,3816;-13,8557;-19,2018;-13,9514;8,7538;2,5254;12,5906;-4,4063
26,4443;-12,8241;-17,9825;-11,8887;7,2051;1,3210;12,2638;-5,0944
28,5432;-11,7924;-16,9824;-9,8420;5,6564;0,1166;11,7305;-5,7826
30,2805;-10,7768;-15,6070;-7,6075;4,1246;-1,0878;11,4037;-6,4870
31,8278;-9,5732;-14,2315;-5,3730;2,3869;-2,2923;10,9048;-6,9868
33,4118;-8,3858;-12,8721;-3,1384;0,8549;-3,5132;10,1995;-7,6912
34,6153;-6,9941;-11,3408;-0,9039;-0,8826;-4,5290;9,7005;-8,2073
35,8558;-5,8069;-9,6055;1,3307;-2,4312;-5,7335;9,0124;-8,7234
36,7341;-4,4314;-8,0745;3,5652;-3,9635;-6,9542;8,3413;-9,2556
37,4404;-3,0560;-6,3553;5,7998;-5,7007;-7,9865;7,4811;-9,5997
37,9749;-1,6805;-4,6362;8,0343;-7,2494;-9,0350;6,6039;-9,9437
38,3560;-0,3051;-2,9335;10,2860;-8,8143;-9,8952;5,9327;-10,3039
38,3746;1,0704;-1,0260;12,3488;-10,1909;-10,7554;5,0894;-10,4759
38,2026;2,4458;0,6932;14,4116;-11,5674;-11,6157;4,0403;-10,6479
38,0677;3,8381;2,3955;16,4918;-12,9440;-12,4919;3,1800;-10,8199
37,5886;5,0248;4,3034;18,4003;-14,3365;-13,1800;2,3198;-11,0080
36,7284;6,4002;6,0225;20,1194;-15,5568;-13,8841;1,4763;-11,0241
35,8867;7,7927;7,7587;21,8563;-16,5891;-14,4002;0,4274;-10,8360
34,8912;8,9963;9,2889;23,4214;-17,6372;-14,9322;-0,4162;-10,8521
33,5329;10,1999;11,0424;24,7969;-18,4974;-15,2762;-1,4651;-10,6801
31,9842;11,4207;12,4006;26,1903;-19,3733;-15,6203;-2,3253;-10,5242
30,4719;12,4696;13,9652;27,4119;-20,0614;-15,9801;-3,1691;-10,1803
28,5789;13,3121;15,3407;28,4616;-20,7652;-16,1680;-4,2178;-9,8363
26,7038;14,3612;16,7336;29,3395;-21,2968;-16,1680;-5,0780;-9,4923
24,6565;15,2209;17,9547;30,0274;-21,6564;-16,1838;-5,9546;-9,1646
22,4368;16,0982;18,9864;30,7516;-21,8284;-16,0118;-6,6264;-8,6487
20,0271;16,7860;20,0357;31,1138;-22,0160;-15,8557;-7,5029;-8,1327
17,6174;17,4914;20,8955;31,2858;-22,0160;-15,5117;-8,1910;-7,6331
15,2252;18,0249;21,7908;31,4942;-22,0471;-15,1837;-8,8792;-6,9289
12,6605;18,3689;22,3067;31,3222;-21,7031;-14,6677;-9,5835;-6,4293
9,9063;18,7304;22,8226;31,1866;-21,3747;-14,1678;-10,0996;-5,7415
7,1351;18,9024;23,3742;30,6887;-20,8588;-13,4799;-10,6156;-5,0536
4,5700;19,0920;23,5462;30,0006;-20,3585;-12,7920;-11,1478;-4,3822
1,8158;19,0920;23,7360;29,3306;-19,6863;-12,1202;-11,4918;-3,5059
-0,9384;19,1448;23,7538;28,5065;-18,8265;-11,2604;-11,8359;-2,8345
-3,6926;18,5760;23,5997;27,3021;-17,9825;-10,4168;-12,1960;-1,9582
-6,4468;18,6112;23,2556;26,0977;-16,9508;-9,3851;-12,3680;-1,2869
-9,2172;18,2847;22,9294;24,9291;-15,9350;-8,3534;-12,5560;-0,4105
-11,8152;17,7686;22,4311;23,3804;-14,7314;-7,3217;-12,5560;0,2607
-14,2249;17,2701;21,7607;21,8494;-13,5438;-6,3063;-12,5560;1,1205
-16,6345;16,5819;20,9005;20,1462;-12,1683;-5,0864;-12,5720;1,9970
-19,0599;15,9112;20,0579;18,2532;-10,8090;-4,0711;-12,4000;2,6849
-21,3130;15,0510;19,0256;16,3776;-9,2617;-2,8675;-12,2280;3,3559
-23,3782;14,2082;18,0109;14,3124;-7,7144;-1,6640;-12,0721;4,2326
-25,4742;13,1759;16,8239;12,2471;-6,1671;-0,4604;-11,7442;4,9204
-27,1951;12,1435;15,4474;10,1991;-4,6198;0,7432;-11,2122;5,6083
-28,9464;11,1284;14,0882;7,9616;-3,0890;1,9468;-10,8843;6,2961
-30,3229;9,9240;12,5395;5,7242;-1,3532;3,1504;-10,3684;7,0010
-31,7146;8,7196;10,9908;3,5035;0,1774;4,3539;-9,8686;7,4999
-32,9490;7,5322;9,4421;1,0771;1,9133;5,5575;-9,1646;8,2048
-33,8242;6,1557;7,9105;-1,1603;3,4438;6,7781;-8,6811;8,7378
-34,5123;4,7791;6,1896;-3,3978;5,1798;7,8098;-7,8050;9,0647
-35,2302;3,3857;4,4856;-5,6352;6,7271;8,8414;-7,1172;9,5977
-35,6040;2,2148;2,5758;-7,8889;8,2744;9,8731;-6,4456;9,9417
-35,6040;0,6328;0,8549;-9,9380;9,8389;10,9220;-5,5859;10,3028
-35,6189;-0,5384;-0,8659;-12,2076;11,2143;11,7818;-4,7261;10,4577
-35,4766;-2,1036;-2,5868;-14,0847;12,5898;12,6416;-3,8663;10,8188
-34,9756;-3,4967;-4,2912;-16,1657;13,9652;13,5187;-3,0230;11,0080
-34,3027;-4,6847;-6,2170;-18,0745;15,3755;14,2066;-1,9748;10,9908
-33,4579;-6,0776;-7,7494;-19,8111;16,3897;14,9118;-1,1150;11,1800
-32,4412;-7,2657;-9,4864;-21,3598;17,6108;15,4277;-0,2718;11,1972
-31,2678;-8,6585;-11,0351;-22,9240;18,6601;15,9611;0,7766;11,0080
-29,7205;-9,8791;-12,5998;-24,3005;19,5199;16,3051;1,6196;11,0252
-28,1884;-10,9114;-13,9764;-25,7078;20,3973;16,6665;2,6681;10,8704
-26,4846;-11,9276;-15,3688;-26,7401;21,1029;16,8385;3,5279;10,5092
-24,6090;-13,1640;-16,5733;-27,7877;21,6188;17,0105;4,3877;10,3543
-22,5618;-14,0243;-17,7934;-28,6784;22,1525;17,2175;5,2474;10,0103
-20,3272;-14,8845;-18,8258;-29,1944;22,5142;17,0280;6,1072;9,6834
-18,1084;-15,7606;-19,8737;-29,7257;22,6862;17,0455;6,9840;9,1673
-15,7021;-16,4645;-20,7496;-30,0849;22,8760;16,8910;7,6548;8,6512
-13,3118;-16,9806;-21,4377;-30,2720;22,8938;16,5470;8,5317;8,1352
-10,7337;-17,4967;-22,1414;-30,2871;22,7218;16,2204;9,2367;7,6361
-8,1719;-18,0285;-22,6730;-30,1303;22,5853;15,7043;9,7355;6,9310
-5,4221;-18,3883;-23,0325;-29,8015;22,0515;15,1882;10,4405;6,4319
-2,6723;-18,5603;-23,2200;-29,3007;21,7429;14,6895;10,9564;5,7437
0,0775;-18,7480;-23,2200;-28,6281;21,0548;14,0188;11,4896;5,0556
2,8441;-18,7637;-23,2355;-27,7836;20,3843;13,1412;11,8163;4,3843
5,4053;-18,5917;-23,0790;-26,7519;19,5241;12,4876;12,3667;3,5073
8,1551;-18,4197;-22,7350;-25,7509;18,6815;11,4381;12,5214;2,8360
10,9221;-18,2635;-22,4221;-24,3754;17,6492;10,5951;12,8827;1,9590
13,5174;-17,9353;-21,7343;-23,0155;16,6344;9,5628;13,0720;1,2876
15,9063;-17,4193;-21,0620;-21,4838;15,4299;8,5305;13,0547;0,4274
18,5195;-16,9192;-20,2022;-19,7646;14,2429;7,5152;13,2613;-0,4495
20,7541;-16,2472;-19,3581;-18,0612;12,8663;6,3108;13,0720;-1,1210
22,9886;-15,3715;-18,3421;-16,1703;11,5070;5,1063;13,0893;-1,9978
25,2590;-14,7155;-17,1385;-14,2952;9,9583;3,9019;12,9173;-2,6694
27,1499;-13,6678;-15,9508;-12,2485;8,4096;2,6975;12,7626;-3,5461
29,0590;-12,8401;-14,5754;-9,9978;6,8609;1,4931;12,4185;-4,2342
30,7963;-11,6204;-13,2159;-7,9513;5,3292;0,2886;12,0745;-4,9224
32,3619;-10,6048;-11,6686;-5,7167;3,5915;-0,9158;11,7477;-5,6105
33,7740;-9,4013;-10,1213;-3,4822;2,0595;-2,1202;11,2316;-6,2987
34,8057;-8,1977;-8,5902;-1,2476;0,3220;-3,3411;10,7327;-7,0031
35,8558;-7,0104;-6,8711;0,9702;-1,2101;-4,3570;10,0275;-7,5192
36,7525;-5,6349;-5,1519;3,3933;-2,9475;-5,5778;9,5285;-8,0353
37,2685;-4,2431;-3,4328;5,6279;-4,4962;-6,5938;8,8404;-8,5513
37,8215;-3,0560;-1,7302;7,8795;-6,0449;-7,8144;8,1693;-9,0674
38,0120;-1,6805;0,1774;9,9251;-7,5936;-8,8630;7,3091;-9,5997
38,0491;-0,3051;1,8966;12,1769;-9,1585;-9,7070;6,4319;-9,9437
37,7051;1,0537;3,6157;14,2570;-10,5350;-10,7554;5,7607;-10,3039
37,3981;2,6345;5,3348;16,1480;-11,9116;-11,6317;4,9174;-10,4759
36,7284;3,8213;7,0540;18,0389;-13,3041;-12,3038;3,8682;-10,6479
35,8682;5,1967;8,7902;19,9475;-14,5085;-13,1960;3,0080;-10,8199
35,0448;6,5891;10,3375;21,6844;-15,7130;-13,6961;2,1645;-11,0080
33,8587;7,7757;11,8848;23,2317;-16,9490;-14,4002;1,1155;-11,0080
32,5005;9,1853;13,4494;24,8148;-17,8092;-14,9322;0,2553;-11,0241
30,9700;10,1999;14,8249;26,0183;-18,6694;-15,2762;-0,5883;-10,8360
29,2672;11,4207;16,2178;27,2399;-19,5453;-15,6203;-1,6372;-10,8682
27,3922;12,4524;17,4214;28,2897;-20,2491;-15,9801;-2,4974;-10,5081
25,3270;13,5014;18,6425;29,1495;-20,7652;-16,1680;-3,3411;-10,3523
23,2796;14,3612;19,6918;30,0455;-21,2968;-16,1680;-4,3898;-10,0083
21,0598;15,2209;20,5516;30,5615;-21,6564;-16,1838;-5,2501;-9,6643
18,6501;16,0982;21,4291;31,1138;-21,8440;-16,0118;-6,1266;-9,3365
16,2579;16,7860;22,1347;31,2858;-21,8440;-15,8557;-6,8148;-8,8206
13,6760;17,4914;22,6684;31,4942;-21,8596;-15,5117;-7,4866;-8,3047
11,1113;18,0249;23,0124;31,3222;-21,6876;-15,1837;-8,3631;-7,7888
8,3400;18,3689;23,3742;31,1866;-21,5311;-14,6677;-9,0674;-7,2891
5,7750;18,7304;23,5640;30,6705;-21,2028;-14,1518;-9,5835;-6,6013
3,0208;18,9024;23,5640;30,1908;-20,7025;-13,6519;-10,0996;-5,9134
0,2666;19,0920;23,5997;29,3306;-20,0146;-12,9640;-10,6156;-5,2256
-2,4876;19,1096;23,2556;28,4884;-19,3424;-12,2922;-11,1478;-4,5377
-5,2582;19,1313;22,9294;27,4742;-18,4826;-11,4324;-11,4918;-3,8498
-7,8401;16,6812;22,4133;26,2877;-17,6386;-10,5887;-11,8359;-3,1785
-10,4221;18,6112;21,9327;24,9291;-16,6227;-9,5570;-12,1960;-2,3187
-13,0040;18,2847;21,0725;23,3804;-15,4192;-8,5253;-12,3680;-1,4423
-15,6177;17,7686;20,2123;21,8494;-14,2156;-7,4936;-12,5560;-0,7711
-17,8394;17,2701;19,3873;20,1286;-13,0280;-6,4620;-12,5560;0,1054
-20,2804;16,6169;18,1829;18,4429;-11,6525;-5,4466;-12,5560;0,7766
-22,3456;15,5323;16,9785;16,3601;-10,2932;-4,2431;-12,5720;1,6531
-24,4263;15,0684;15,7915;14,4845;-8,7459;-3,0395;-12,4000;2,3242
-26,3347;14,0188;14,4150;12,4365;-7,1986;-1,8359;-12,2441;3,2008
-28,0708;13,1759;13,0557;10,1991;-5,6513;-0,6323;-11,9001;3,8718
-29,6347;12,1608;11,5070;7,9616;-4,1204;0,5713;-11,5561;4,7485
-31,0112;10,9564;9,9755;5,7242;-2,3848;1,7748;-11,2283;5,4363
-32,4329;9,7520;8,2546;3,4867;-0,8541;2,9784;-10,6962;6,1411
-33,2931;8,5475;6,5338;1,2493;0,8818;4,1820;-10,3845;6,6401
-34,1682;7,3601;4,8129;-0,9882;2,4123;5,4025;-9,6805;7,3449
-34,8713;5,9666;3,0920;-3,2092;4,1483;6,4172;-9,1808;7,8438
-35,4171;4,7791;1,3712;-5,6516;5,6956;7,6378;-8,5091;8,5658
-35,5891;3,4026;-0,3497;-7,7006;7,2429;8,6695;-7,6331;8,8927
-35,7909;2,0260;-2,0705;-9,9542;8,7902;9,7012;-6,9615;9,4258
-35,6337;0,6495;-3,7914;-12,0194;10,3547;10,7501;-6,0854;9,7697
-35,3047;-0,7271;-5,5123;-14,0847;11,7301;11,6098;-5,4139;10,1137
-34,8185;-2,1036;-7,2331;-16,1816;13,1056;12,4696;-4,5705;10,4748
-33,9588;-3,4802;-8,9702;-17,8867;14,4984;13,3467;-3,5224;10,6468
-33,1290;-4,8567;-10,5189;-19,8111;15,7194;14,0346;-2,6626;10,8188
-31,9404;-6,2496;-12,0836;-21,3598;16,7336;14,7398;-1,8194;10,9908
-30,5650;-7,4541;-13,4602;-22,9240;17,9723;15,2558;-0,7711;11,1800
-29,2199;-8,6585;-14,8367;-24,3005;18,8320;15,7717;0,0887;11,1972
-27,5007;-9,8629;-16,2291;-25,7078;19,6918;16,3225;0,9318;11,0080
-25,8123;-11,0834;-17,4493;-26,7401;20,5693;16,4771;1,9803;11,0252
-23,7495;-12,1157;-18,4816;-27,7877;21,2749;16,8385;2,8400;10,8532
-21,7023;-13,1640;-19,5296;-28,6631;21,8085;17,0280;3,6830;10,6984
-19,4678;-14,0243;-20,4055;-29,3816;22,1525;17,0280;4,7316;10,3543
-17,2648;-14,8845;-21,0936;-29,7257;22,5142;17,0280;5,5914;10,0103
-14,6708;-15,7606;-21,7973;-30,0849;22,7040;17,0455;6,4681;9,6663
-12,2805;-16,4645;-22,3289;-30,2720;22,7040;16,8910;7,1390;9,3393
-9,7025;-16,9806;-22,6730;-30,2871;22,7218;16,5470;8,0158;8,8233
-7,1407;-17,4967;-23,0325;-30,1303;22,5676;16,2029;8,7037;8,3072
-4,3909;-18,0285;-23,2355;-29,8015;22,2235;15,8763;9,3915;7,8082
-1,6411;-18,3883;-23,0480;-29,2856;21,8972;15,3777;10,0965;7,1030
1,1254;-18,5603;-23,0790;-28,8000;21,3989;14,6895;10,6125;6,6039
3,6867;-18,7480;-22,7350;-27,9555;20,7107;14,0014;11,1284;5,9158
6,4365;-18,7637;-22,4066;-26,9238;20,0403;13,3306;11,6443;5,2276
9,2034;-18,5917;-21,9062;-25,9228;19,1800;12,4704;12,1775;4,5564
11,7814;-18,4197;-21,2339;-24,5474;18,3374;11,6102;12,5387;3,6793
14,3768;-18,2792;-20,3742;-23,1874;17,3226;10,7671;12,7107;2,9912
16,7832;-17,7633;-19,5300;-21,6557;16,1182;9,7348;12,8827;2,3198
19,1895;-17,2474;-18,4983;-19,9365;14,9312;8,7196;13,0547;1,4596
21,6312;-16,7472;-17,4824;-18,2331;13,5546;7,4981;13,2440;0,5827
23,6940;-16,0594;-16,2947;-16,3580;12,1781;6,4828;13,2440;-0,0888
25,7747;-15,3874;-14,9192;-14,2793;10,8187;5,2615;13,2613;-0,9656
27,6656;-14,5276;-13,5597;-12,4204;9,2529;4,2460;13,0893;-1,6372
29,5928;-13,6838;-12,0124;-10,1697;7,9105;3,0416;12,9173;-2,5139
31,1583;-12,6521;-10,4651;-8,1232;6,1726;1,8372;12,7626;-3,1855
32,5338;-11,6204;-8,9178;-5,8886;4,6239;0,6328;12,4185;-4,0622
33,9459;-10,6048;-7,3868;-3,6541;3,0920;-0,5717;12,0745;-4,7504
34,9960;-9,4174;-5,6677;-1,4361;1,3545;-1,7761;11,7477;-5,4385
35,8742;-8,0257;-3,9485;0,9869;-0,1776;-2,9805;11,2488;-6,1266
36,5806;-6,8222;-2,2459;3,2215;-1,9150;-4,1849;10,5435;-6,8311
37,1150;-5,6349;-0,3383;5,4560;-3,4472;-5,4057;10,0446;-7,3472
37,4960;-4,2595;1,3808;7,6906;-5,1845;-6,4217;9,3565;-7,8632
37,4960;-2,8840;3,1000;9,9422;-6,7332;-7,6424;8,6683;-8,3793
37,5331;-1,5086;4,8191;11,9878;-8,2819;-8,6909;7,9972;-8,8954
37,2075;-0,1331;6,5382;14,2570;-9,8467;-9,5350;7,1200;-9,4276
36,7099;1,2423;8,2744;16,1480;-11,2233;-10,5834;6,4489;-9,7717
36,0403;2,6178;9,8217;18,0389;-12,5998;-11,4436;5,6056;-10,1157
35,1985;3,9932;11,3690;19,9475;-13,9924;-12,3199;4,5564;-10,4759
34,2029;5,3856;12,9336;21,6844;-15,2127;-13,0080;3,6962;-10,6479
32,8263;6,5891;14,3091;23,2317;-16,2450;-13,7121;2,8360;-10,8360
31,4862;7,8098;15,7020;24,7969;-17,2773;-14,2282;1,9925;-10,8199
29,7654;8,8073;16,9055;26,1903;-18,3253;-14,7443;0,9435;-11,0080
28,0626;10,1827;18,1267;27,4119;-19,2012;-15,2762;0,0999;-11,0241
26,1875;11,8512;19,1760;28,4616;-19,8894;-15,6361;-0,9490;-10,8360
24,1401;9,8052;20,0357;29,3395;-20,5931;-15,8081;-1,7926;-10,8521
21,9027;13,4841;20,9132;30,0274;-21,1248;-15,9801;-2,8415;-10,6962
19,6829;14,7765;21,6011;30,7516;-21,4688;-16,1680;-3,7017;-10,3361
17,2732;13,0028;22,3245;31,0956;-21,8284;-16,1838;-4,5619;-10,1803
14,8809;13,4482;22,6684;31,4760;-22,0160;-16,0118;-5,4221;-9,8525
12,3162;16,8035;23,0302;31,4760;-22,0160;-15,8399;-6,2987;-9,3204
9,5449;17,3195;23,2022;31,5125;-22,0315;-15,6837;-6,9705;-8,9926
6,9800;17,8354;23,4098;31,1684;-21,8751;-15,3556;-7,8470;-8,4767
4,2258;18,3689;23,2378;30,8426;-21,5311;-14,8397;-8,5351;-7,9608
