"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8";"Position (mm) Run #9";"Position (mm) Run #10";"Position (mm) Run #11";"Position (mm) Run #12";"Position (mm) Run #13"
-36,0755;-12,2878;22,2591;-14,2727;18,6601;17,2175;10,2514;3,1800;-14,3271;4,4856;11,2315;-12,1478;10,8016
-36,5915;-13,3361;21,5709;-16,1657;19,5375;17,0455;10,9564;2,3198;-11,9207;2,6094;12,4524;-12,8520;11,1456
-37,1224;-14,1963;20,9182;-18,0745;20,2254;16,8910;11,4896;1,4429;-9,5306;0,5274;13,4841;-13,3840;11,5068
-37,4960;-15,0724;19,8859;-19,7954;20,9309;16,5470;11,8163;0,7714;-6,9525;-1,3490;14,5157;-13,7281;11,6788
-37,5108;-15,7606;18,8536;-21,5318;21,4468;16,2029;12,3667;-0,1054;-4,3745;-3,4307;15,5649;-14,0881;11,8680
-37,3536;-16,4645;17,8563;-23,0960;21,9805;15,8938;12,5214;-0,7769;-1,7964;-5,3074;16,4421;-14,2601;11,8680
-37,0244;-16,9806;16,4623;-24,4880;22,3422;15,1882;12,8827;-1,6372;0,7817;-7,3889;17,1300;-14,4321;11,8680
-36,5381;-17,5125;15,2753;-25,7078;22,5320;14,6895;13,0547;-2,5139;3,3597;-9,2982;17,8354;-14,6200;11,8852
-35,6932;-17,8565;13,9161;-26,7401;22,5320;14,0188;13,2440;-3,1855;5,9378;-11,0029;18,3513;-14,6359;11,7132
-34,6764;-18,2163;12,3674;-27,7877;22,5498;13,1412;13,2440;-4,0622;8,5159;-12,9120;18,8848;-14,4639;11,5412
-33,4878;-18,4040;10,8187;-28,6631;22,3955;12,4876;13,2440;-4,7504;11,1111;-14,6487;19,2288;-14,2919;11,3864
-32,1274;-18,4040;9,2871;-29,3816;22,0515;11,4381;13,2613;-5,4385;13,5174;-16,1974;19,6080;-14,1359;11,0596
-30,5952;-18,4040;7,5663;-29,7257;21,7252;10,5951;13,0893;-6,1430;15,9412;-17,7619;19,6080;-13,8079;10,5264
-28,8913;-18,4355;5,8454;-30,0849;21,2268;9,5628;12,9346;-6,6427;18,1757;-19,1385;19,6080;-13,2920;10,1995
-27,0003;-18,0915;4,1246;-30,2720;20,5387;8,5305;12,5733;-7,3472;20,4279;-20,5306;19,6256;-12,7760;9,7005
-25,1401;-17,7475;2,4205;-30,2871;19,8682;7,5152;12,4358;-7,8632;22,5085;-21,7506;19,4712;-12,2761;8,9953
-22,9056;-17,4193;0,5108;-30,1303;19,0080;6,2938;11,9025;-8,3793;24,3994;-22,7829;19,1448;-11,5883;8,4963
-20,7022;-16,9034;-1,2101;-29,8015;18,1653;5,2784;11,5757;-8,8954;26,3083;-23,8307;18,6287;-10,9165;7,8082
-18,1084;-16,4033;-2,9310;-29,3007;17,1505;4,0740;11,0768;-9,4276;28,0636;-24,7063;18,1302;-10,0567;7,1370
-15,7180;-15,7313;-4,6518;-28,6281;15,9461;2,8696;10,3715;-9,7717;29,4390;-25,4099;17,4421;-9,1969;6,2599
-13,1559;-14,8715;-6,3727;-27,7836;14,7417;1,6651;9,8726;-10,1319;30,8327;-25,9413;16,7714;-8,3534;5,5886
-10,4061;-14,0117;-8,1098;-26,7519;13,5546;0,4607;9,1844;-10,2877;32,0545;-26,3007;15,9112;-7,3054;4,7284
-7,6563;-13,1679;-9,6585;-25,7509;12,1953;-0,7437;8,5134;-10,6479;33,1045;-26,4727;15,0684;-6,4620;3,8682
-4,9229;-12,1363;-11,2072;-24,3754;10,6294;-1,9481;7,6361;-10,8360;34,0010;-26,6753;14,0361;-5,4466;3,0248
-1,9848;-11,1207;-12,7719;-23,0155;9,2700;-3,1526;6,9650;-10,8360;34,5169;-26,5033;13,0211;-4,2266;1,9757
0,7483;-9,9171;-14,1485;-21,4838;7,7213;-4,3570;6,1048;-10,8360;35,0696;-26,3467;11,8167;-3,1949;1,1155
3,6867;-8,7135;-15,5250;-19,7646;6,1726;-5,5778;5,2615;-10,8360;35,2600;-26,0180;10,6294;-2,1798;0,2720
6,4365;-7,5099;-16,9332;-18,0612;4,6408;-6,6101;4,2123;-10,8521;35,2784;-25,5175;9,2358;-0,9762;-0,7769
9,1863;-6,3227;-17,9655;-16,1861;2,9032;-7,6261;3,3521;-10,6801;35,1248;-24,8296;8,0484;0,2440;-1,6372
11,9361;-4,9472;-18,9978;-14,1233;1,3712;-8,8630;2,5087;-10,5081;34,7992;-24,1726;6,6889;1,2590;-2,4974
14,7206;-3,5553;-20,0458;-12,0606;-0,3663;-9,7070;1,4596;-10,3523;34,3015;-23,1410;5,1232;2,4794;-3,3576
17,1094;-2,3682;-20,9216;-10,0139;-1,8985;-10,7554;0,5994;-10,0083;33,6317;-22,1248;3,7635;3,4942;-4,2178
19,7051;-0,9928;-21,6253;-7,7794;-3,6358;-11,6317;-0,2442;-9,6643;32,8080;-20,9212;2,2148;4,7147;-5,0780
22,1292;0,3827;-22,1414;-5,5448;-5,1845;-12,3038;-1,2931;-9,3365;31,6036;-19,7490;0,6495;5,7464;-5,9382
24,3816;1,7581;-22,6730;-3,3103;-6,7332;-13,1960;-2,1367;-8,8206;30,4355;-18,1859;-0,7105;6,7781;-6,8148
26,4443;3,1335;-23,0325;-1,0757;-8,2819;-13,6961;-3,1855;-8,3047;28,8868;-16,8421;-2,2757;7,8268;-7,5029
28,5252;4,5090;-23,2200;1,1588;-9,8467;-14,4002;-4,0458;-7,7888;27,3562;-15,1229;-3,6358;8,6866;-8,1910
30,4524;5,9014;-23,2200;3,3933;-11,2233;-14,9322;-4,9060;-7,2729;25,6533;-13,4038;-5,2009;9,5464;-8,8954
31,9998;7,0880;-23,2510;5,6279;-12,5998;-15,2762;-5,7662;-6,7732;23,7781;-11,7007;-6,5774;10,4062;-9,4115
33,5654;8,4976;-22,9070;7,8624;-13,9924;-15,6361;-6,6427;-6,0854;21,7128;-9,8098;-7,9540;11,2831;-9,9275
34,9776;9,5121;-22,5630;10,1141;-15,2127;-15,8081;-7,3309;-5,4139;19,6652;-7,9188;-9,3467;11,9710;-10,4436
36,0093;10,7157;-22,2501;12,1769;-16,2450;-15,9801;-8,0028;-4,5377;17,4453;-6,0278;-10,5511;12,6761;-10,9758
37,0780;11,9365;-21,5623;14,2397;-17,2773;-16,1680;-8,8954;-3,8498;15,0356;-4,1533;-11,7556;13,1921;-11,3359
37,7844;12,9855;-20,8900;16,3199;-18,3253;-16,1838;-9,3953;-3,1785;12,6259;-2,0740;-12,9760;13,7080;-11,4918
38,3189;13,8280;-20,0459;18,2108;-19,2012;-16,0118;-10,0996;-2,3021;10,2334;-0,1997;-14,0083;14,2413;-11,8519
38,7000;14,8944;-19,0142;20,1194;-19,8894;-15,8557;-10,6156;-1,6308;7,6515;1,8631;-15,0565;14,6026;-12,0400
38,7000;15,5649;-17,9982;21,8563;-20,5931;-15,5117;-11,1478;-0,7544;5,0695;3,9427;-15,9167;14,7746;-12,0400
38,7372;16,4421;-16,7947;23,4214;-21,1248;-15,1837;-11,4918;-0,0832;2,4876;5,8336;-16,7928;14,9466;-12,0400
38,4117;17,1475;-15,6070;24,7969;-21,4688;-14,6677;-11,8359;0,7766;-0,0943;7,7246;-17,4809;15,1360;-12,0560
37,9142;17,6809;-14,2315;26,1903;-21,8284;-14,1518;-12,1960;1,6531;-2,6763;9,6156;-18,1848;15,1534;-11,8841
37,2631;18,0074;-12,8721;27,4119;-22,0160;-13,6519;-12,3680;2,3242;-5,2582;11,5237;-18,7166;14,9814;-11,7281
36,2308;18,5584;-11,3248;28,4616;-22,0160;-12,9800;-12,5400;3,2008;-7,8401;13,2429;-19,0606;14,8094;-11,3681
35,2353;18,7304;-9,7936;29,3214;-22,0315;-12,1042;-12,7280;3,8886;-10,4382;14,9794;-19,4203;14,6548;-11,2283
33,8771;18,9024;-8,0745;30,2175;-21,8751;-11,4485;-12,7280;4,5596;-12,8479;16,5267;-19,5923;14,3107;-10,6962
32,3284;19,0920;-6,3553;30,7516;-21,5467;-10,4006;-12,7440;5,4363;-15,2735;18,0916;-19,7957;13,9840;-10,3684
30,8161;19,1096;-4,6362;31,0956;-21,0308;-9,5570;-12,5720;6,1411;-17,5109;19,4670;-19,6237;13,4853;-9,8686
28,9412;18,9552;-2,9170;31,4760;-20,5305;-8,5253;-12,4000;6,6401;-19,7641;20,8602;-19,4517;12,7799;-9,1646
26,8759;18,6112;-1,2145;31,4760;-19,8426;-7,4936;-12,2441;7,3279;-21,8449;22,0815;-19,2954;12,2811;-8,6649
24,8286;18,2496;0,6932;31,5125;-19,1705;-6,4783;-11,9001;8,0328;-23,7379;23,1310;-18,9671;11,6102;-7,9932
22,6089;18,1127;2,4123;31,1684;-18,3264;-5,2747;-11,5722;8,5488;-25,6617;23,9908;-18,4669;10,7499;-7,1172
20,1992;17,6141;4,1314;30,8608;-17,2947;-4,0547;-11,0563;9,0818;-27,2104;24,8863;-17,7790;9,8897;-6,4456
17,8071;16,9260;5,8506;30,1726;-16,2788;-3,0395;-10,5404;9,4086;-28,7743;25,4022;-17,0912;9,0295;-5,5695
15,2426;16,4126;7,5697;29,5026;-15,0753;-1,8359;-10,0244;9,9417;-30,1660;25,9361;-16,4191;8,1864;-4,8980
12,4884;13,6733;9,3060;28,6786;-13,8717;-0,6323;-9,5247;10,2857;-31,3855;26,2801;-15,5752;7,1540;-4,0382
9,7342;14,7243;10,8533;27,4742;-12,6841;0,5713;-8,8368;10,6468;-32,4329;26,6600;-14,5435;6,1217;-3,1949
6,9800;13,6920;12,4006;26,2697;-11,3248;1,7748;-8,1652;10,8188;-33,3230;26,6780;-13,5278;5,0894;-2,1467
4,2258;12,6597;13,9652;25,1011;-9,7613;2,9784;-7,2891;10,9908;-33,8391;26,5060;-12,3242;4,0740;-1,3035
1,4883;11,6446;15,3407;23,5524;-8,4021;4,1820;-6,6176;11,1628;-34,3851;26,3699;-11,1207;2,8528;-0,2552
-1,4548;10,4230;16,7336;22,0215;-6,8711;5,3856;-5,7578;11,3520;-34,5571;25,8538;-9,9332;1,8372;0,6046
-4,2090;9,4078;17,9547;20,3183;-5,1355;6,6061;-4,8980;11,3692;-34,7589;25,3557;-8,5578;0,6161;1,4644
-6,9632;8,2205;18,9864;18,4253;-3,5882;7,6378;-4,0382;11,1800;-34,6018;24,6854;-7,1823;-0,3996;2,3074
-9,7174;6,8269;20,0181;16,5497;-2,0575;8,6695;-3,1949;11,1972;-34,2728;23,8252;-5,8069;-1,6206;3,3559
-12,4876;5,6395;21,0852;14,4845;-0,3217;9,7012;-2,1467;11,0252;-33,7868;22,9828;-4,4314;-2,6364;4,2157
-15,0696;4,2629;21,7730;12,4192;1,2089;10,7329;-1,2869;10,8532;-32,9270;21,9860;-3,0725;-3,8573;5,0924
-17,6673;2,8864;22,4787;10,3712;2,9448;11,7990;-0,4438;10,6984;-32,0823;20,5918;-1,5252;-4,8896;5,7633
-20,0926;1,5098;22,9946;8,1337;4,4753;12,4696;0,6046;10,3543;-31,0657;19,4226;0,0221;-5,9219;6,6401
-22,3301;0,1333;23,5462;5,8963;6,2114;13,3467;1,4477;10,0275;-29,8924;17,8563;1,5862;-6,9542;7,3279
-24,5830;-1,2433;23,7182;3,6757;7,7757;14,0346;2,4961;9,4942;-28,3451;16,5148;2,9448;-8,0028;8,0158
-26,6635;-2,6364;23,9080;1,2493;9,1340;14,7225;3,3559;9,1673;-26,8131;14,7939;4,5090;-8,8630;8,7207
-28,5870;-3,8243;23,9258;-0,9882;10,6985;15,4277;4,1988;8,6512;-25,1093;13,0730;5,8844;-9,7232;9,2196
-30,1206;-5,2009;23,7538;-3,2257;12,0740;15,9611;5,2643;8,1522;-23,2339;11,3694;7,2599;-10,5995;9,9417
-31,8716;-6,5938;23,5997;-5,4631;13,4494;16,3051;5,9353;7,4641;-21,1711;9,4764;8,6353;-11,2877;10,2685
-33,2781;-7,7982;23,2734;-7,7006;14,8423;16,6490;6,7951;6,7590;-19,1240;7,5833;10,0279;-11,9918;10,8016
-34,3104;-9,0026;22,7752;-9,9542;16,0633;17,0105;7,6719;6,2599;-16,9053;5,7072;11,2315;-12,5079;11,1456
-35,3576;-10,2232;22,1048;-12,0194;17,0950;17,2000;8,3597;5,5717;-14,4989;3,6251;12,4524;-13,0240;11,5068
-36,2475;-11,2555;21,2446;-14,1006;18,1267;17,2000;9,0476;4,9005;-12,0926;1,7488;13,4841;-13,5561;11,6788
-36,7784;-12,2878;20,4020;-15,9937;19,1936;17,2175;9,7355;4,0234;-9,7025;-0,3330;14,5157;-13,9001;11,8680
-37,1372;-13,3361;19,3697;-17,8867;19,8638;17,0455;10,4405;3,3521;-7,1244;-2,2095;15,5649;-14,2601;11,8680
-37,3240;-14,1963;18,3550;-19,8111;20,7589;16,8735;10,9564;2,4751;-4,5463;-4,2912;16,4421;-14,4321;11,8680
-37,3388;-15,0724;17,1681;-21,3598;21,2749;16,7190;11,4723;1,8037;-1,9683;-6,1843;17,1300;-14,6200;11,8852
-37,1964;-15,7606;15,7915;-22,9240;21,8085;16,3924;12,0055;0,9435;0,6098;-8,0773;17,8178;-14,6200;11,7132
-36,6953;-16,4645;14,4150;-24,3005;22,1525;15,8763;12,3495;0,0666;3,1711;-9,9703;18,5408;-14,6359;11,5412
-36,0222;-16,9806;13,0557;-25,7078;22,5142;15,3603;12,7107;-0,6049;5,9547;-11,8794;18,8848;-14,4799;11,3864
-35,1773;-17,5125;11,5070;-26,7401;22,7040;14,8616;12,8827;-1,4817;8,3440;-13,6003;19,2288;-14,1199;11,0596
-34,1606;-17,8565;9,9755;-27,7877;22,7040;14,1908;13,0547;-2,1533;10,9392;-15,3371;19,6080;-13,9639;10,5264
-32,9870;-18,2163;8,2546;-28,6631;22,7396;13,3133;13,2440;-3,0300;13,3456;-16,8858;19,6080;-13,6359;10,1995
-31,4397;-18,4040;6,5338;-29,3665;22,3955;12,6424;13,2440;-3,7181;15,7519;-18,4502;19,6080;-13,1200;9,6834
-29,9075;-18,4040;4,8129;-29,9128;22,0515;11,7994;13,2440;-4,3898;18,1933;-19,8424;19,6256;-12,6201;9,1844
-28,2036;-18,4040;3,1089;-30,0849;21,7252;10,7671;13,2613;-5,2665;20,2561;-21,0468;19,4712;-11,9322;8,4963
-26,3433;-18,4355;1,1991;-30,2720;21,2268;9,7177;13,1066;-5,9709;22,3188;-22,2668;19,1448;-11,2604;7,8082
-24,1088;-18,0915;-0,5218;-30,2871;20,5564;8,8917;12,7453;-6,4707;24,4173;-23,3146;18,6287;-10,3845;7,1370
-21,8742;-17,7475;-2,2426;-30,1303;19,6962;7,6702;12,5906;-7,1751;26,1364;-24,1902;18,1302;-9,7128;6,2599
-19,6710;-17,4193;-3,9635;-29,7863;18,8360;6,6549;12,2638;-7,6912;27,8736;-24,8784;17,4421;-8,8692;5,5886
-17,0929;-16,9034;-5,6843;-29,4727;18,0109;5,4505;11,7305;-8,2073;29,4390;-25,5819;16,7714;-7,8213;4,7284
-14,5149;-16,4191;-7,4052;-28,8000;16,8064;4,2460;11,4037;-8,7234;30,8508;-26,1287;15,9112;-6,9778;3,8682
-11,9368;-15,5435;-9,1423;-27,9555;15,6020;3,0416;10,9048;-9,2556;31,8825;-26,3007;15,0684;-5,9625;3,0080
-9,3749;-14,8715;-10,6910;-26,9238;14,3976;1,8372;10,1995;-9,5997;32,9325;-26,4880;14,0361;-4,7425;2,1645
-6,6414;-14,0117;-12,2557;-25,9228;13,2105;0,6328;9,7005;-9,9437;33,8106;-26,4880;13,0211;-3,7108;1,1155
-3,7034;-13,1679;-13,6323;-24,5474;11,8512;-0,5717;9,0295;-10,3039;34,5352;-26,5186;11,8167;-2,6956;0,2553
-0,9702;-12,1523;-15,0088;-23,1874;10,3025;-1,7761;8,1522;-10,4759;34,8792;-26,1747;10,6294;-1,4755;-0,5883
1,9680;-10,9326;-16,4012;-21,6557;8,7538;-2,9805;7,4811;-10,6479;35,2600;-25,8614;9,2358;-0,4604;-1,6372
4,7178;-9,9171;-17,6214;-19,9365;7,2051;-4,1849;6,6209;-10,8360;35,2784;-25,1736;8,0484;0,7599;-2,4974
7,4676;-8,7135;-18,6537;-18,2331;5,6564;-5,4057;5,7607;-10,8360;35,1248;-24,5011;6,6889;1,7748;-3,3576
10,2174;-7,5262;-19,7017;-16,3422;4,1077;-6,4380;4,9005;-10,8360;34,7992;-23,6568;5,1232;2,9952;-4,2178
12,9845;-6,1344;-20,5775;-14,4671;2,5758;-7,4703;4,0403;-10,8521;34,3015;-22,6251;3,7635;4,0100;-5,0780
15,5626;-4,9472;-21,2657;-12,4044;0,8382;-8,5027;3,1969;-10,6801;33,6317;-21,6090;2,1981;5,2305;-5,9546
18,1582;-3,5718;-21,9693;-10,3577;-0,6939;-9,5511;2,1478;-10,5081;32,8080;-20,4210;0,8382;6,2622;-6,6264
20,5645;-2,1963;-22,5010;-8,1232;-2,4312;-10,3952;1,3043;-10,3523;31,6036;-19,0613;-0,7105;7,3109;-7,5029
22,9886;-0,8209;-22,8605;-5,8886;-3,9635;-11,4597;0,2553;-9,9921;30,4174;-17,5140;-2,2757;8,1537;-8,2073
25,2411;0,5546;-23,0325;-3,6541;-5,7007;-12,1318;-0,6049;-9,8525;29,0589;-15,9667;-3,6358;9,2025;-8,7071
27,3218;1,9300;-23,2200;-1,4195;-7,2494;-13,0080;-1,4485;-9,3204;27,5463;-14,4512;-5,2009;10,0622;-9,4115
29,2309;3,3223;-23,2355;0,8150;-8,8143;-13,7121;-2,4974;-8,9926;25,6533;-12,5442;-6,5774;10,9392;-9,9275
30,9682;4,5090;-23,0790;3,0328;-10,1909;-14,2282;-3,3576;-8,4767;23,7602;-10,8412;-7,9540;11,6271;-10,4597
32,5155;5,8844;-22,7350;5,4729;-11,5674;-14,7443;-4,2014;-7,9608;21,9027;-8,9502;-9,3467;12,3322;-10,8038
34,0995;7,2769;-22,4221;7,5187;-12,9600;-15,2762;-5,2501;-7,4611;19,6652;-7,0593;-10,5511;12,8308;-11,1478
35,3215;8,4805;-21,7343;9,7532;-14,1644;-15,6361;-6,1266;-6,7732;17,4278;-5,1847;-11,7556;13,5533;-11,5079
36,3717;9,6841;-21,0464;12,0050;-15,3688;-15,8081;-6,7985;-6,0690;15,2077;-3,1054;-12,9760;13,8800;-11,6799
37,2500;10,9048;-20,3898;14,0851;-16,5891;-15,9801;-7,6749;-5,5859;12,8154;-1,2311;-14,0083;14,4306;-11,8519
37,9749;11,9365;-19,3581;15,9761;-17,6372;-16,1680;-8,3631;-4,7097;10,2162;0,8317;-15,0565;14,5852;-12,0400
38,3189;12,9682;-18,3264;17,8670;-18,4974;-16,1838;-9,0512;-4,0218;7,8236;2,9113;-15,9167;14,9640;-12,0400
38,7000;14,0172;-17,3105;19,7756;-19,3733;-16,0118;-9,7555;-3,3504;5,2417;4,7853;-16,7928;14,9466;-12,0560
38,7186;14,8770;-16,1227;21,5125;-20,0771;-15,8399;-10,2716;-2,4741;2,6765;6,8651;-17,4809;15,1360;-11,8841
38,5652;15,7543;-14,7473;23,0598;-20,5931;-15,6837;-10,7877;-1,8028;-0,0943;8,7560;-18,1848;15,1534;-11,7281
38,2583;16,4421;-13,3878;24,6250;-21,1248;-15,3556;-11,3198;-0,9264;-2,6763;10,6642;-18,7166;14,9814;-11,3842
37,5886;17,1475;-11,8405;26,0183;-21,4688;-14,8397;-11,6639;-0,2552;-5,2582;12,3833;-19,0606;14,8268;-11,0402
36,7469;17,6634;-10,3093;27,2399;-21,8440;-14,3238;-12,0079;0,6046;-7,8564;14,1025;-19,4203;14,4827;-10,6962
35,7146;18,1969;-8,5740;28,2897;-21,8284;-13,8238;-12,3680;1,4811;-10,2499;15,8390;-19,5923;14,1561;-10,3684
34,7375;18,5584;-7,0430;29,1676;-22,0315;-13,1520;-12,5400;2,1522;-12,8479;17,4038;-19,7957;13,6400;-9,8686
33,1888;18,7304;-5,3238;29,8554;-21,8751;-12,2761;-12,7280;3,0288;-15,2735;18,7793;-19,6237;13,1239;-9,1808
31,6583;18,9024;-3,6212;30,5615;-21,5311;-11,6204;-12,7120;3,6998;-17,5109;20,1724;-19,4517;12,6251;-8,4767
29,9556;19,0920;-1,7136;31,1138;-21,1872;-10,5726;-12,9160;4,5765;-19,7641;21,3760;-19,2954;11,9542;-7,9932
28,0806;19,1096;0,0055;31,2858;-20,8744;-9,7290;-12,7440;5,2643;-21,8449;22,5973;-18,9671;11,0768;-7,1172
26,0154;18,9376;1,7246;31,4942;-20,1866;-8,6973;-12,5720;5,9522;-23,7379;23,6468;-18,4669;10,4058;-6,4456
23,9859;18,7832;3,4270;31,3222;-19,4987;-7,6656;-12,4000;6,6571;-25,6463;24,5245;-17,7633;9,5628;-5,5859
21,5762;18,4567;5,3348;31,1866;-18,8422;-6,6339;-12,2441;7,1560;-27,3978;25,2303;-17,2789;8,5134;-4,7097
19,1665;17,9406;7,0540;30,6705;-17,7948;-5,6186;-11,9001;7,8609;-28,7743;25,7641;-16,4191;7,6702;-4,0547
16,7918;17,4421;8,7902;30,1726;-16,9666;-4,4150;-11,5722;8,3768;-30,1660;26,1081;-15,5752;6,6379;-3,0065
14,0203;16,7539;10,3375;29,5026;-15,7630;-3,2114;-11,0563;8,8927;-31,3855;26,4700;-14,5435;5,6056;-2,1467
11,4556;16,0658;11,8848;28,6786;-14,5595;-2,0078;-10,5404;9,4258;-32,4329;26,6600;-13,5118;4,5902;-1,2869
8,7014;15,3951;13,4494;27,4561;-13,3718;-0,8043;-10,0406;9,7697;-33,3081;26,6780;-12,4962;3,3689;-0,4438
5,9472;14,5349;14,8249;26,4598;-11,9964;0,3993;-9,3527;10,1137;-34,0112;26,5240;-11,3087;2,3534;0,6046
3,2098;13,6920;16,2178;25,1011;-10,6371;1,6029;-8,6649;10,4577;-34,5571;26,1979;-9,9171;1,1322;1,4644
0,2666;12,6597;17,4214;23,5524;-9,0736;2,8065;-7,9770;10,8188;-34,7440;25,6818;-8,7297;0,1166;2,3074
-2,4876;11,6446;18,6425;22,0215;-7,7144;4,0100;-7,3054;10,9908;-34,7440;25,2015;-7,3543;-1,0878;3,3559
-5,2418;10,4402;19,6742;20,3006;-6,1834;5,2305;-6,4456;11,1628;-34,7738;24,3413;-5,9951;-2,3088;4,2157
-7,9960;9,2358;20,7236;18,5974;-4,4478;6,2453;-5,5859;11,3520;-34,4448;23,4989;-4,4314;-3,3411;5,0924
-10,7502;8,0314;21,6011;16,7218;-2,9005;7,4659;-4,7261;11,3520;-33,9438;22,4666;-3,0725;-4,3734;5,7633
-13,5204;6,8439;22,3067;14,6566;-1,3698;8,4976;-3,8663;11,3692;-33,2859;21,4698;-1,5252;-5,4057;6,6401
-16,1182;5,4674;22,8226;12,5914;0,3660;9,5292;-3,0230;11,1800;-32,2542;20,0932;0,0388;-6,4380;7,3279
-18,5279;4,0908;23,3564;10,5433;1,8966;10,5781;-1,9748;11,1972;-31,2376;18,7167;1,3975;-7,4703;8,0158
-20,9532;2,6975;23,7182;8,3058;3,6325;11,4379;-1,1150;11,0424;-30,0492;17,3752;2,9616;-8,5189;8,7207
-23,2061;1,5265;23,9080;6,0684;5,1798;12,2977;-0,2718;10,6812;-28,7041;15,6369;4,3202;-9,3791;9,2367
-25,2868;-0,0555;23,9080;3,8478;6,7271;13,1748;0,7766;10,5435;-26,9850;14,1055;5,8844;-10,2555;9,7526
-27,1798;-1,2267;23,9258;1,4214;8,2744;13,8626;1,6196;10,0103;-25,2812;12,4020;7,2599;-10,9436;10,2685
-29,1033;-2,8084;23,7717;-0,8161;9,8217;14,5505;2,6681;9,6663;-23,3903;10,5089;8,6524;-11,6317;10,8016
-30,6519;-3,9964;23,4455;-3,0535;11,3862;15,2558;3,5279;9,3393;-21,5149;8,6159;9,8389;-12,3359;11,1456
-32,2157;-5,3730;22,9294;-5,2910;12,7790;15,7891;4,3708;8,8233;-19,4835;6,7228;11,2487;-12,8520;11,5068
-33,6222;-6,7658;22,4489;-7,5284;13,9652;16,1331;5,4363;8,3243;-17,0614;4,8467;12,2632;-13,3681;11,6788
-34,6694;-7,9702;21,5886;-9,7821;15,3755;16,4771;6,1072;7,6191;-14,8427;2,7647;13,4841;-13,9160;11,8680
-35,5445;-9,1747;20,7284;-11,8473;16,3897;16,8385;6,9670;7,1200;-12,4364;0,8883;14,5331;-14,0721;11,8680
-36,2475;-10,3952;19,8859;-13,9285;17,6108;17,0105;7,8438;6,4319;-10,0462;-1,1769;15,3929;-14,4321;11,8680
-36,7784;-11,4275;18,8712;-15,8216;18,6601;17,2000;8,5317;5,7437;-7,4681;-3,2586;16,2527;-14,6200;11,8852
-37,1520;-12,4598;17,6843;-17,7146;19,5375;17,2175;9,2196;5,0556;-4,8901;-5,1517;17,1300;-14,6200;11,7132
-37,1520;-13,5081;16,2902;-19,6390;20,2254;17,0455;9,9246;4,3843;-2,3285;-7,0447;17,8354;-14,6200;11,5412
-37,1816;-14,3683;15,1207;-21,1877;20,9132;16,8735;10,4233;3,5073;0,4379;-8,9378;18,3513;-14,6359;11,3864
-36,8524;-15,2445;13,5720;-22,7519;21,6365;16,7190;11,1456;2,8360;3,0160;-10,8469;18,8848;-14,4799;11,0596
-36,3662;-15,9326;12,0233;-24,1285;21,9805;16,3924;11,4723;1,9590;5,5941;-12,5678;19,2464;-14,1359;10,5264
-35,5064;-16,6365;10,4746;-25,5204;22,3245;15,8763;12,0055;1,2876;8,1721;-14,2886;19,4184;-13,7919;10,1995
-34,6764;-17,1526;8,9430;-26,7554;22,7040;15,3603;12,3495;0,4274;10,7674;-16,0254;19,6080;-13,4799;9,7005
-33,4728;-17,6845;7,2221;-27,6157;22,7040;14,8616;12,7107;-0,4495;13,1737;-17,5898;19,6080;-12,7760;8,9953
-32,2993;-18,0285;5,5012;-28,4759;22,7218;14,1734;12,8827;-1,1210;15,5974;-18,9664;19,6433;-12,2761;8,4963
-30,7671;-18,3883;3,7972;-29,3816;22,5498;13,5026;13,0547;-1,9978;17,8320;-20,3586;19,2992;-11,5883;7,8082
-29,0632;-18,5760;1,8874;-29,7257;22,3955;12,6424;13,2440;-2,6694;20,0842;-21,5786;18,9552;-10,9165;7,1370
-27,1875;-18,5760;0,1666;-30,0849;22,0693;11,7822;13,2440;-3,5461;22,1647;-22,6109;18,6287;-10,0567;6,2599
-25,1247;-18,5917;-1,5377;-30,2569;21,5709;10,9392;13,2613;-4,2342;24,0556;-23,6741;18,1302;-9,1969;5,5886
-23,0774;-18,4197;-3,4472;-30,4591;20,8828;9,9069;13,0893;-4,9224;25,9645;-24,3468;17,4421;-8,3372;4,7284
-20,8585;-18,2635;-5,1681;-30,3023;20,2123;8,8746;12,9173;-5,6105;27,7017;-25,2378;16,7714;-7,4936;3,8682
-18,4679;-17,9195;-6,9053;-29,9735;19,3521;7,8423;12,7626;-6,2987;29,2671;-25,7693;15,9112;-6,4620;3,0080
-15,8898;-17,5913;-8,4377;-29,4727;18,5095;6,8269;12,4185;-7,0031;30,6607;-26,1133;15,0684;-5,4303;2,1645
-13,3118;-17,0912;-10,1747;-28,7848;17,4771;5,6225;12,0745;-7,5192;31,9008;-26,4880;14,0361;-4,4150;1,1155
-10,7498;-16,4033;-11,7234;-28,1275;16,4623;4,4181;11,7477;-8,0353;32,7606;-26,4880;13,0211;-3,1949;0,2553
-8,0000;-15,7313;-13,2881;-27,0958;15,2753;3,2137;11,2316;-8,5513;33,6387;-26,5033;11,8167;-2,1798;-0,5883
-5,2502;-14,8715;-14,6806;-26,0948;13,8814;2,0093;10,7327;-9,0836;34,3449;-26,3467;10,6294;-0,9596;-1,6372
