"Time (s) Run #1";"Position (mm) Run #1";"Time (s) Run #2";"Position (mm) Run #2";"Time (s) Run #3";"Position (mm) Run #3"
23,180;0,1720;23,180;61,2320;23,180;123,1520
23,190;0,1720;23,190;61,2320;23,190;123,1520
23,200;0,1615;23,200;61,2320;23,200;123,1520
23,210;0,3440;23,210;61,2320;23,210;123,1520
23,220;0,3440;23,220;61,2320;23,220;123,1520
23,230;0,3440;23,230;61,2320;23,230;123,1520
23,240;0,3440;23,240;61,2320;23,240;123,1687
23,250;0,3440;23,250;61,2320;23,250;122,9800
23,260;0,3440;23,260;61,2320;23,260;122,9800
23,270;0,3440;23,270;61,2320;23,270;122,9800
23,280;0,3440;23,280;61,2320;23,280;122,9800
23,290;0,3440;23,290;61,2320;23,290;122,9800
23,300;0,3440;23,300;61,2320;23,300;122,9800
23,310;0,3440;23,310;61,2320;23,310;122,9800
23,320;0,3440;23,320;61,2320;23,320;122,9800
23,330;0,3440;23,330;61,2320;23,330;122,9800
23,340;0,3440;23,340;61,2320;23,340;122,9800
23,350;0,3440;23,350;61,2320;23,350;122,9800
23,360;0,3440;23,360;61,2320;23,360;122,9800
23,370;0,3440;23,370;61,2320;23,370;122,9800
23,380;0,3440;23,380;61,2320;23,380;122,9800
23,390;0,3440;23,390;61,2320;23,390;122,9800
23,400;0,3440;23,400;61,2320;23,400;122,9800
23,410;0,3440;23,410;61,2320;23,410;122,9800
23,420;0,3440;23,420;61,2320;23,420;122,9634
23,430;0,3440;23,430;61,2320;23,430;123,1520
23,440;0,3440;23,440;61,2320;23,440;123,1520
23,450;0,3440;23,450;61,2320;23,450;123,1520
23,460;0,3440;23,460;61,2320;23,460;123,1520
23,470;0,3440;23,470;61,2320;23,470;123,1520
23,480;0,3440;23,480;61,2320;23,480;123,1520
23,490;0,3440;23,490;61,2320;23,490;123,1520
23,500;0,3440;23,500;61,2320;23,500;123,1520
23,510;0,3440;23,510;61,2320;23,510;123,1520
23,520;0,3440;23,520;61,2320;23,520;123,1520
23,530;0,3440;23,530;61,2320;23,530;123,1520
23,540;0,3440;23,540;61,2320;23,540;123,1520
23,550;0,3440;23,550;61,2320;23,550;123,1520
23,560;0,3440;23,560;61,2320;23,560;123,1520
23,570;0,3545;23,570;61,2320;23,570;123,1354
23,580;0,1720;23,580;61,2320;23,580;123,3240
23,590;0,1720;23,590;61,2320;23,590;123,3240
23,600;0,1720;23,600;61,2320;23,600;123,3240
23,610;0,1720;23,610;61,2320;23,610;123,3240
23,620;0,1720;23,620;61,2320;23,620;123,3240
23,630;0,1720;23,630;61,2320;23,630;123,3240
23,640;0,1720;23,640;61,2320;23,640;123,3240
23,650;0,1720;23,650;61,2320;23,650;123,3240
23,660;0,1720;23,660;61,2320;23,660;123,3240
23,670;0,1825;23,670;61,2320;23,670;123,3240
23,680;0,0000;23,680;61,2320;23,680;123,3240
23,690;0,0000;23,690;61,2320;23,690;123,3240
23,700;0,0000;23,700;61,2320;23,700;123,3240
23,710;0,0000;23,710;61,2320;23,710;123,3240
23,720;0,0000;23,720;61,2320;23,720;123,3240
23,730;0,0000;23,730;61,2320;23,730;123,3240
23,740;0,0000;23,740;61,2320;23,740;123,3407
23,750;0,0000;23,750;61,2320;23,750;123,1520
23,760;0,0000;23,760;61,2320;23,760;123,1520
23,770;0,0000;23,770;61,2320;23,770;123,1520
23,780;0,0000;23,780;61,2320;23,780;123,1520
23,790;0,0105;23,790;61,2320;23,790;123,1520
23,800;-0,1720;23,800;61,2320;23,800;123,1520
23,810;-0,1720;23,810;61,2320;23,810;123,1520
23,820;-0,1720;23,820;61,2320;23,820;123,1520
23,830;-0,1720;23,830;61,2320;23,830;123,1520
23,840;-0,1720;23,840;61,2320;23,840;123,1520
23,850;-0,1720;23,850;61,2320;23,850;123,1520
23,860;-0,1720;23,860;61,2320;23,860;123,1520
23,870;-0,1720;23,870;61,2320;23,870;123,1520
23,880;-0,1720;23,880;61,2320;23,880;123,1520
23,890;-0,1720;23,890;61,2320;23,890;123,1520
23,900;-0,1720;23,900;61,2320;23,900;123,1520
23,910;-0,1720;23,910;61,2320;23,910;123,1520
23,920;-0,1720;23,920;61,2320;23,920;123,1520
23,930;-0,1720;23,930;61,2320;23,930;123,1520
23,940;-0,1615;23,940;61,2320;23,940;123,1520
23,950;-0,3440;23,950;61,2320;23,950;123,1520
23,960;-0,3440;23,960;61,2320;23,960;123,1520
23,970;-0,3545;23,970;61,2320;23,970;123,1520
23,980;-0,1720;23,980;61,2320;23,980;123,1520
23,990;-0,1615;23,990;61,2320;23,990;123,1687
24,000;-0,3545;24,000;61,2320;24,000;122,9800
24,010;-0,1615;24,010;61,2320;24,010;122,9800
24,020;-0,3545;24,020;61,2320;24,020;122,9800
24,030;-0,1720;24,030;61,2320;24,030;122,9800
24,040;-0,1720;24,040;61,2320;24,040;122,9800
24,050;-0,1720;24,050;61,2320;24,050;122,9800
24,060;-0,1720;24,060;61,2320;24,060;122,9800
24,070;-0,1720;24,070;61,2320;24,070;122,9800
24,080;-0,1720;24,080;61,2320;24,080;122,9800
24,090;-0,1720;24,090;61,2320;24,090;122,9800
24,100;-0,1720;24,100;61,2320;24,100;122,9800
24,110;-0,1720;24,110;61,2320;24,110;122,9800
24,120;-0,1720;24,120;61,2320;24,120;122,9800
24,130;-0,1720;24,130;61,2456;24,130;122,9800
24,140;-0,1720;24,140;61,0600;24,140;122,9800
24,150;-0,1720;24,150;61,0600;24,150;122,9800
24,160;-0,1720;24,160;61,0600;24,160;122,9800
24,170;-0,1720;24,170;61,0600;24,170;122,9800
24,180;-0,1720;24,180;61,0600;24,180;122,9966
24,190;-0,1720;24,190;61,0600;24,190;122,8080
24,200;-0,1825;24,200;61,0600;24,200;122,8080
24,210;0,0000;24,210;61,0600;24,210;122,8080
24,220;0,0000;24,220;61,0600;24,220;122,8080
24,230;0,0000;24,230;61,0600;24,230;122,8080
24,240;0,0000;24,240;61,0600;24,240;122,8080
24,250;0,0000;24,250;61,0600;24,250;122,8080
24,260;0,0000;24,260;61,0600;24,260;122,8080
24,270;0,0000;24,270;61,0600;24,270;122,8080
24,280;0,0000;24,280;61,0600;24,280;122,8080
24,290;0,0000;24,290;61,0600;24,290;122,7914
24,300;0,0000;24,300;61,0600;24,300;122,9800
24,310;0,0000;24,310;61,0600;24,310;122,9800
24,320;0,0000;24,320;61,0600;24,320;122,9800
24,330;0,0000;24,330;61,0600;24,330;122,9800
24,340;0,0000;24,340;61,0600;24,340;122,9800
24,350;0,0000;24,350;61,0600;24,350;122,9800
24,360;0,0000;24,360;61,0600;24,360;122,9800
24,370;0,0000;24,370;61,0600;24,370;122,9800
24,380;0,0000;24,380;61,0600;24,380;122,9800
24,390;0,0000;24,390;61,0600;24,390;122,9800
24,400;0,0000;24,400;61,0600;24,400;122,9800
24,410;0,0000;24,410;61,0600;24,410;122,9800
24,420;-0,0105;24,420;61,0600;24,420;122,9800
24,430;0,1720;24,430;61,0600;24,430;122,9800
24,440;0,1720;24,440;61,0600;24,440;122,9800
24,450;0,1720;24,450;61,0600;24,450;122,9800
24,460;0,1720;24,460;61,0600;24,460;122,9800
24,470;0,1720;24,470;61,0600;24,470;122,9800
24,480;0,1720;24,480;61,0600;24,480;122,9800
24,490;0,1720;24,490;61,0600;24,490;122,9800
24,500;0,1720;24,500;61,0600;24,500;122,9800
24,510;0,1720;24,510;61,0600;24,510;122,9800
24,520;0,1720;24,520;61,0600;24,520;122,9800
24,530;0,1720;24,530;61,0600;24,530;122,9800
24,540;0,1720;24,540;61,0600;24,540;122,9634
24,550;0,1720;24,550;61,0600;24,550;123,1520
24,560;0,1720;24,560;61,0600;24,560;123,1520
24,570;0,1720;24,570;61,0600;24,570;123,1520
24,580;0,1720;24,580;61,0600;24,580;123,1520
24,590;0,1720;24,590;61,0600;24,590;123,1520
24,600;0,1720;24,600;61,0600;24,600;123,1520
24,610;0,1720;24,610;61,0600;24,610;123,1520
24,620;0,1720;24,620;61,0600;24,620;123,1520
24,630;0,1720;24,630;61,0600;24,630;123,1520
24,640;0,1720;24,640;61,0600;24,640;123,1520
24,650;0,1720;24,650;61,0600;24,650;123,1520
24,660;0,1720;24,660;61,0600;24,660;123,1520
24,670;0,1720;24,670;61,0600;24,670;123,1520
24,680;0,1720;24,680;61,0600;24,680;123,1520
24,690;0,1720;24,690;61,0600;24,690;123,1520
24,700;0,1720;24,700;61,0600;24,700;123,1520
24,710;0,1720;24,710;61,0600;24,710;123,1520
24,720;0,1720;24,720;61,0600;24,720;123,1520
24,730;0,1825;24,730;61,0600;24,730;123,1520
24,740;0,0000;24,740;61,0600;24,740;123,1520
24,750;0,0000;24,750;61,0600;24,750;123,1520
24,760;0,0000;24,760;61,0600;24,760;123,1520
24,770;0,0000;24,770;61,0600;24,770;123,1520
24,780;0,0000;24,780;61,0600;24,780;123,1687
24,790;0,0000;24,790;61,0600;24,790;122,9800
24,800;0,0000;24,800;61,0600;24,800;122,9800
24,810;0,0000;24,810;61,0600;24,810;122,9800
24,820;0,0000;24,820;61,0600;24,820;122,9800
24,830;0,0000;24,830;61,0600;24,830;122,9800
24,840;0,0000;24,840;61,0600;24,840;122,9800
24,850;0,0000;24,850;61,0600;24,850;122,9800
24,860;0,0000;24,860;61,0465;24,860;122,9800
24,870;0,0000;24,870;61,2320;24,870;122,9800
24,880;0,0000;24,880;61,2320;24,880;122,9800
24,890;0,0000;24,890;61,2320;24,890;122,9800
24,900;0,0000;24,900;61,2320;24,900;122,9800
24,910;0,0000;24,910;61,2320;24,910;122,9800
24,920;0,0000;24,920;61,2320;24,920;122,9800
24,930;0,0000;24,930;61,2320;24,930;122,9800
24,940;0,0105;24,940;61,2320;24,940;122,9800
24,950;-0,1720;24,950;61,2320;24,950;122,9800
24,960;-0,1720;24,960;61,2320;24,960;122,9800
24,970;-0,1720;24,970;61,2320;24,970;122,9800
24,980;-0,1720;24,980;61,2320;24,980;122,9800
24,990;-0,1720;24,990;61,2320;24,990;122,9800
25,000;-0,1720;25,000;61,2320;25,000;122,9800
25,010;-0,1720;25,010;61,2320;25,010;122,9800
25,020;-0,1720;25,020;61,2320;25,020;122,9800
25,030;-0,1720;25,030;61,2320;25,030;122,9800
25,040;-0,1720;25,040;61,2456;25,040;122,9800
25,050;-0,1720;25,050;61,0600;25,050;122,9800
25,060;-0,1720;25,060;61,0600;25,060;122,9800
25,070;-0,1720;25,070;61,0465;25,070;122,9800
25,080;-0,1720;25,080;61,2456;25,080;122,9800
25,090;-0,1720;25,090;61,0600;25,090;122,9800
25,100;-0,1720;25,100;61,0600;25,100;122,9800
25,110;-0,1720;25,110;61,0600;25,110;122,9800
25,120;-0,1720;25,120;61,0465;25,120;122,9800
25,130;-0,1720;25,130;61,2456;25,130;122,9800
25,140;-0,1720;25,140;61,0600;25,140;122,9800
25,150;-0,1720;25,150;61,0465;25,150;122,9800
25,160;-0,1720;25,160;61,2320;25,160;122,9800
25,170;-0,1720;25,170;61,2456;25,170;122,9800
25,180;-0,1720;25,180;61,0600;25,180;122,9800
25,190;-0,1720;25,190;61,0600;25,190;122,9800
25,200;-0,1720;25,200;61,0600;25,200;122,9800
25,210;-0,1720;25,210;61,0600;25,210;122,9800
25,220;-0,1720;25,220;61,0600;25,220;122,9800
25,230;-0,1720;25,230;61,0600;25,230;122,9800
25,240;-0,1720;25,240;61,0600;25,240;122,9800
25,250;-0,1720;25,250;61,0600;25,250;122,9800
25,260;-0,1720;25,260;61,0600;25,260;122,9800
25,270;-0,1720;25,270;61,0600;25,270;122,9800
25,280;-0,1720;25,280;61,0600;25,280;122,9800
25,290;-0,1720;25,290;61,0600;25,290;122,9800
25,300;-0,1825;25,300;61,0600;25,300;122,9800
25,310;0,0000;25,310;61,0600;25,310;122,9800
25,320;0,0000;25,320;61,0600;25,320;122,9634
25,330;0,0000;25,330;61,0600;25,330;123,1520
25,340;0,0000;25,340;61,0600;25,340;123,1520
25,350;0,0000;25,350;61,0600;25,350;123,1520
25,360;0,0000;25,360;61,0600;25,360;123,1520
25,370;0,0000;25,370;61,0600;25,370;123,1520
25,380;0,0000;25,380;61,0600;25,380;123,1520
25,390;0,0000;25,390;61,0600;25,390;123,1520
25,400;0,0000;25,400;61,0600;25,400;123,1520
25,410;0,0000;25,410;61,0600;25,410;123,1520
25,420;0,0000;25,420;61,0600;25,420;123,1520
25,430;0,0000;25,430;61,0600;25,430;123,1520
25,440;0,0000;25,440;61,0600;25,440;123,1520
25,450;0,0000;25,450;61,0600;25,450;123,1520
25,460;0,0000;25,460;61,0600;25,460;123,1520
25,470;0,0000;25,470;61,0600;25,470;123,1520
25,480;0,0000;25,480;61,0600;25,480;123,1520
25,490;0,0000;25,490;61,0465;25,490;123,1520
25,500;0,0000;25,500;61,2320;25,500;123,1520
25,510;-0,0105;25,510;61,2320;25,510;123,1520
25,520;0,1720;25,520;61,2320;25,520;123,1687
25,530;0,1720;25,530;61,2320;25,530;122,9800
25,540;0,1720;25,540;61,2320;25,540;122,9800
25,550;0,1720;25,550;61,2320;25,550;122,9800
25,560;0,1720;25,560;61,2320;25,560;122,9800
25,570;0,1720;25,570;61,2320;25,570;122,9800
25,580;0,1720;25,580;61,2320;25,580;122,9800
25,590;0,1720;25,590;61,2320;25,590;122,9800
25,600;0,1720;25,600;61,2320;25,600;122,9800
25,610;0,1720;25,610;61,2320;25,610;122,9800
25,620;0,1720;25,620;61,2320;25,620;122,9800
25,630;0,1720;25,630;61,2320;25,630;122,9800
25,640;0,1720;25,640;61,2320;25,640;122,9800
25,650;0,1720;25,650;61,2320;25,650;122,9800
25,660;0,1720;25,660;61,2320;25,660;122,9800
25,670;0,1720;25,670;61,2320;25,670;122,9800
25,680;0,1825;25,680;61,2320;25,680;122,9800
25,690;0,0000;25,690;61,2320;25,690;122,9800
25,700;0,0000;25,700;61,2320;25,700;122,9800
25,710;0,0000;25,710;61,2320;25,710;122,9800
25,720;0,0000;25,720;61,2320;25,720;122,9800
25,730;0,0000;25,730;61,2320;25,730;122,9800
25,740;0,0000;25,740;61,2320;25,740;122,9800
25,750;0,0000;25,750;61,2320;25,750;122,9800
25,760;0,0000;25,760;61,2320;25,760;122,9800
25,770;0,0000;25,770;61,2320;25,770;122,9800
25,780;0,0000;25,780;61,2320;25,780;122,9800
25,790;0,0000;25,790;61,2320;25,790;122,9800
25,800;0,0000;25,800;61,2320;25,800;122,9800
25,810;0,0000;25,810;61,2320;25,810;122,9800
25,820;0,0000;25,820;61,2320;25,820;122,9800
25,830;0,0000;25,830;61,2320;25,830;122,9800
25,840;0,0000;25,840;61,2320;25,840;122,9800
25,850;0,0000;25,850;61,2320;25,850;122,9800
25,860;0,0000;25,860;61,2320;25,860;122,9800
25,870;0,0000;25,870;61,2320;25,870;122,9800
25,880;0,0000;25,880;61,2320;25,880;122,9800
25,890;0,0105;25,890;61,2320;25,890;122,9800
25,900;-0,1720;25,900;61,2320;25,900;122,9800
25,910;-0,1720;25,910;61,2320;25,910;122,9800
25,920;-0,1720;25,920;61,2320;25,920;122,9800
25,930;-0,1720;25,930;61,2320;25,930;122,9800
25,940;-0,1720;25,940;61,2320;25,940;122,9800
25,950;-0,1720;25,950;61,2320;25,950;122,9800
25,960;-0,1720;25,960;61,2320;25,960;122,9800
25,970;-0,1720;25,970;61,2320;25,970;122,9634
25,980;-0,1720;25,980;61,2320;25,980;123,1520
25,990;-0,1615;25,990;61,2320;25,990;123,1520
26,000;-0,3440;26,000;61,2320;26,000;123,1520
26,010;-0,3440;26,010;61,2320;26,010;123,1520
26,020;-0,3440;26,020;61,2320;26,020;123,1520
26,030;-0,3545;26,030;61,2320;26,030;123,1520
26,040;-0,1615;26,040;61,2320;26,040;123,1520
26,050;-0,3440;26,050;61,2456;26,050;123,1520
26,060;-0,3440;26,060;61,0600;26,060;123,1520
26,070;-0,3440;26,070;61,0600;26,070;123,1520
26,080;-0,3440;26,080;61,0600;26,080;123,1520
26,090;-0,3440;26,090;61,0600;26,090;123,1520
26,100;-0,3440;26,100;61,0600;26,100;123,1520
26,110;-0,3440;26,110;61,0600;26,110;123,1520
26,120;-0,3440;26,120;61,0600;26,120;123,1520
26,130;-0,3440;26,130;61,0600;26,130;123,1520
26,140;-0,3440;26,140;61,0600;26,140;123,1520
26,150;-0,3440;26,150;61,0600;26,150;123,1520
26,160;-0,3440;26,160;61,0600;26,160;123,1520
26,170;-0,3440;26,170;61,0600;26,170;123,1520
26,180;-0,3440;26,180;61,0600;26,180;123,1520
26,190;-0,3440;26,190;61,0600;26,190;123,1520
26,200;-0,3545;26,200;61,0600;26,200;123,1520
26,210;-0,1615;26,210;61,0600;26,210;123,1520
26,220;-0,3545;26,220;61,0600;26,220;123,1520
26,230;-0,1720;26,230;61,0600;26,230;123,1520
26,240;-0,1720;26,240;61,0600;26,240;123,1520
26,250;-0,1720;26,250;61,0600;26,250;123,1520
26,260;-0,1720;26,260;61,0600;26,260;123,1520
26,270;-0,1720;26,270;61,0600;26,270;123,1520
26,280;-0,1720;26,280;61,0600;26,280;123,1520
26,290;-0,1720;26,290;61,0600;26,290;123,1520
26,300;-0,1720;26,300;61,0600;26,300;123,1520
26,310;-0,1720;26,310;61,0600;26,310;123,1520
26,320;-0,1720;26,320;61,0600;26,320;123,1520
26,330;-0,1720;26,330;61,0600;26,330;123,1520
26,340;-0,1720;26,340;61,0600;26,340;123,1520
26,350;-0,1720;26,350;61,0600;26,350;123,1520
26,360;-0,1825;26,360;61,0600;26,360;123,1520
26,370;0,0000;26,370;61,0600;26,370;123,1520
26,380;0,0000;26,380;61,0600;26,380;123,1520
26,390;0,0000;26,390;61,0600;26,390;123,1520
26,400;0,0000;26,400;61,0465;26,400;123,1520
26,410;0,0000;26,410;61,2320;26,410;123,1520
26,420;0,0000;26,420;61,2320;26,420;123,1520
26,430;0,0000;26,430;61,2320;26,430;123,1520
26,440;0,0000;26,440;61,2320;26,440;123,1520
26,450;0,0000;26,450;61,2320;26,450;123,1520
26,460;0,0000;26,460;61,2320;26,460;123,1520
26,470;0,0000;26,470;61,2320;26,470;123,1520
26,480;0,0000;26,480;61,2320;26,480;123,1520
26,490;0,0000;26,490;61,2320;26,490;123,1520
26,500;0,0000;26,500;61,2320;26,500;123,1687
26,510;0,0000;26,510;61,2320;26,510;122,9800
26,520;0,0000;26,520;61,2320;26,520;122,9800
26,530;0,0000;26,530;61,2320;26,530;122,9800
26,540;-0,0105;26,540;61,2320;26,540;122,9800
26,550;0,1720;26,550;61,2320;26,550;122,9800
26,560;0,1720;26,560;61,2320;26,560;122,9800
26,570;0,1720;26,570;61,2320;26,570;122,9800
26,580;0,1720;26,580;61,2320;26,580;122,9800
26,590;0,1720;26,590;61,2320;26,590;122,9800
26,600;0,1720;26,600;61,2320;26,600;122,9800
26,610;0,1720;26,610;61,2320;26,610;122,9800
26,620;0,1720;26,620;61,2320;26,620;122,9800
26,630;0,1720;26,630;61,2320;26,630;122,9800
26,640;0,1720;26,640;61,2320;26,640;122,9800
26,650;0,1720;26,650;61,2320;26,650;122,9800
26,660;0,1720;26,660;61,2320;26,660;122,9800
26,670;0,1720;26,670;61,2320;26,670;122,9800
26,680;0,1720;26,680;61,2320;26,680;122,9800
26,690;0,1720;26,690;61,2320;26,690;122,9800
26,700;0,1720;26,700;61,2320;26,700;122,9800
26,710;0,1720;26,710;61,2320;26,710;122,9800
26,720;0,1720;26,720;61,2320;26,720;122,9800
26,730;0,1720;26,730;61,2320;26,730;122,9800
26,740;0,1720;26,740;61,2320;26,740;122,9800
26,750;0,1720;26,750;61,2320;26,750;122,9800
26,760;0,1720;26,760;61,2320;26,760;122,9800
26,770;0,1720;26,770;61,2320;26,770;122,9800
26,780;0,1720;26,780;61,2320;26,780;122,9800
26,790;0,1720;26,790;61,2320;26,790;122,9800
26,800;0,1720;26,800;61,2320;26,800;122,9800
26,810;0,1720;26,810;61,2320;26,810;122,9800
26,820;0,1720;26,820;61,2320;26,820;122,9800
26,830;0,1720;26,830;61,2320;26,830;122,9800
26,840;0,1720;26,840;61,2320;26,840;122,9634
26,850;0,1720;26,850;61,2320;26,850;123,1520
26,860;0,1720;26,860;61,2320;26,860;123,1520
26,870;0,1720;26,870;61,2320;26,870;123,1520
26,880;0,1720;26,880;61,2320;26,880;123,1520
26,890;0,1720;26,890;61,2320;26,890;123,1520
26,900;0,1720;26,900;61,2320;26,900;123,1520
26,910;0,1720;26,910;61,2320;26,910;123,1520
26,920;0,1720;26,920;61,2320;26,920;123,1520
26,930;0,1720;26,930;61,2320;26,930;123,1520
26,940;0,1825;26,940;61,2320;26,940;123,1520
26,950;0,0000;26,950;61,2320;26,950;123,1520
26,960;0,0000;26,960;61,2320;26,960;123,1520
26,970;0,0000;26,970;61,2320;26,970;123,1520
26,980;0,0000;26,980;61,2320;26,980;123,1520
26,990;0,0000;26,990;61,2320;26,990;123,1520
27,000;0,0000;27,000;61,2320;27,000;123,1520
27,010;0,0000;27,010;61,2320;27,010;123,1520
27,020;0,0000;27,020;61,2320;27,020;123,1520
27,030;0,0000;27,030;61,2320;27,030;123,1520
27,040;0,0000;27,040;61,2320;27,040;123,1520
27,050;0,0000;27,050;61,2320;27,050;123,1520
27,060;0,0000;27,060;61,2320;27,060;123,1520
27,070;0,0000;27,070;61,2320;27,070;123,1520
27,080;0,0000;27,080;61,2320;27,080;123,1520
27,090;0,0000;27,090;61,2320;27,090;123,1520
27,100;0,0000;27,100;61,2320;27,100;123,1520
27,110;0,0000;27,110;61,2320;27,110;123,1520
27,120;0,0000;27,120;61,2320;27,120;123,1520
27,130;0,0000;27,130;61,2320;27,130;123,1520
27,140;0,0000;27,140;61,2320;27,140;123,1520
27,150;0,0000;27,150;61,2320;27,150;123,1520
27,160;0,0000;27,160;61,2320;27,160;123,1520
27,170;0,0000;27,170;61,2320;27,170;123,1520
27,180;0,0105;27,180;61,2320;27,180;123,1520
27,190;-0,1720;27,190;61,2320;27,190;123,1520
27,200;-0,1825;27,200;61,2320;27,200;123,1520
27,210;0,0000;27,210;61,2320;27,210;123,1520
27,220;0,0105;27,220;61,2320;27,220;123,1520
27,230;-0,1720;27,230;61,2320;27,230;123,1520
27,240;-0,1720;27,240;61,2320;27,240;123,1520
27,250;-0,1720;27,250;61,2320;27,250;123,1520
27,260;-0,1825;27,260;61,2320;27,260;123,1520
27,270;0,0000;27,270;61,2320;27,270;123,1520
27,280;0,0105;27,280;61,2320;27,280;123,1520
27,290;-0,1720;27,290;61,2320;27,290;123,1520
27,300;-0,1720;27,300;61,2320;27,300;123,1520
27,310;-0,1825;27,310;61,2320;27,310;123,1520
27,320;0,0000;27,320;61,2320;27,320;123,1520
27,330;0,0000;27,330;61,2320;27,330;123,1520
27,340;0,0000;27,340;61,2320;27,340;123,1687
27,350;0,0000;27,350;61,2320;27,350;122,9800
27,360;0,0000;27,360;61,2320;27,360;122,9800
27,370;0,0000;27,370;61,2320;27,370;122,9800
27,380;0,0000;27,380;61,2320;27,380;122,9800
27,390;0,0000;27,390;61,2320;27,390;122,9800
27,400;0,0000;27,400;61,2320;27,400;122,9800
27,410;0,0000;27,410;61,2320;27,410;122,9800
27,420;0,0000;27,420;61,2320;27,420;122,9800
27,430;0,0000;27,430;61,2320;27,430;122,9800
27,440;0,0000;27,440;61,2320;27,440;122,9800
27,450;0,0000;27,450;61,2320;27,450;122,9800
27,460;0,0000;27,460;61,2320;27,460;122,9800
27,470;0,0000;27,470;61,2320;27,470;122,9800
27,480;0,0000;27,480;61,2320;27,480;122,9800
27,490;0,0000;27,490;61,2320;27,490;122,9800
27,500;0,0000;27,500;61,2320;27,500;122,9800
27,510;0,0000;27,510;61,2320;27,510;122,9800
27,520;-0,0105;27,520;61,2320;27,520;122,9800
27,530;0,1720;27,530;61,2320;27,530;122,9800
27,540;0,1720;27,540;61,2320;27,540;122,9800
27,550;0,1720;27,550;61,2320;27,550;122,9800
27,560;0,1720;27,560;61,2320;27,560;122,9800
27,570;0,1720;27,570;61,2320;27,570;122,9800
27,580;0,1720;27,580;61,2320;27,580;122,9800
27,590;0,1720;27,590;61,2320;27,590;122,9800
27,600;0,1720;27,600;61,2320;27,600;122,9800
27,610;0,1720;27,610;61,2320;27,610;122,9800
27,620;0,1720;27,620;61,2320;27,620;122,9800
27,630;0,1720;27,630;61,2320;27,630;122,9800
27,640;0,1720;27,640;61,2320;27,640;122,9800
27,650;0,1720;27,650;61,2184;27,650;122,9800
27,660;0,1720;27,660;61,4040;27,660;122,9800
27,670;0,1720;27,670;61,4040;27,670;122,9800
27,680;0,1720;27,680;61,4040;27,680;122,9800
27,690;0,1720;27,690;61,4040;27,690;122,9800
27,700;0,1720;27,700;61,4040;27,700;122,9800
27,710;0,1720;27,710;61,4040;27,710;122,9800
27,720;0,1720;27,720;61,4040;27,720;122,9800
27,730;0,1720;27,730;61,4040;27,730;122,9800
27,740;0,1720;27,740;61,4040;27,740;122,9800
27,750;0,1720;27,750;61,4040;27,750;122,9800
27,760;0,1720;27,760;61,4040;27,760;122,9800
27,770;0,1720;27,770;61,4176;27,770;122,9800
27,780;0,1720;27,780;61,2320;27,780;122,9800
27,790;0,1720;27,790;61,2320;27,790;122,9800
27,800;0,1720;27,800;61,2320;27,800;122,9800
27,810;0,1720;27,810;61,2320;27,810;122,9800
27,820;0,1720;27,820;61,2320;27,820;122,9800
27,830;0,1615;27,830;61,2320;27,830;122,9800
27,840;0,3440;27,840;61,2320;27,840;122,9800
27,850;0,3545;27,850;61,2320;27,850;122,9800
27,860;0,1720;27,860;61,2320;27,860;122,9800
27,870;0,1720;27,870;61,2320;27,870;122,9800
27,880;0,1720;27,880;61,2320;27,880;122,9800
27,890;0,1720;27,890;61,2320;27,890;122,9800
27,900;0,1720;27,900;61,2320;27,900;122,9800
27,910;0,1720;27,910;61,2320;27,910;122,9800
27,920;0,1720;27,920;61,2320;27,920;122,9800
27,930;0,1720;27,930;61,2320;27,930;122,9800
27,940;0,1720;27,940;61,2320;27,940;122,9800
27,950;0,1720;27,950;61,2320;27,950;122,9634
27,960;0,1720;27,960;61,2320;27,960;123,1520
27,970;0,1720;27,970;61,2320;27,970;123,1520
27,980;0,1720;27,980;61,2320;27,980;123,1520
27,990;0,1720;27,990;61,2320;27,990;123,1520
28,000;0,1720;28,000;61,2320;28,000;123,1520
28,010;0,1720;28,010;61,2320;28,010;123,1520
28,020;0,1720;28,020;61,2320;28,020;123,1520
28,030;0,1720;28,030;61,2320;28,030;123,1520
28,040;0,1720;28,040;61,2320;28,040;123,1520
28,050;0,1825;28,050;61,2320;28,050;123,1520
28,060;0,0000;28,060;61,2320;28,060;123,1520
28,070;0,0000;28,070;61,2320;28,070;123,1687
28,080;0,0000;28,080;61,2320;28,080;122,9634
28,090;0,0000;28,090;61,2320;28,090;123,1687
28,100;0,0000;28,100;61,2320;28,100;122,9800
28,110;0,0000;28,110;61,2320;28,110;122,9800
28,120;0,0000;28,120;61,2320;28,120;122,9800
28,130;0,0000;28,130;61,2320;28,130;122,9800
28,140;0,0000;28,140;61,2320;28,140;122,9800
28,150;0,0000;28,150;61,2320;28,150;122,9800
28,160;0,0000;28,160;61,2320;28,160;122,9800
28,170;0,0000;28,170;61,2320;28,170;122,9800
28,180;0,0000;28,180;61,2320;28,180;122,9800
28,190;0,0000;28,190;61,2320;28,190;122,9800
28,200;0,0000;28,200;61,2320;28,200;122,9800
28,210;0,0000;28,210;61,2320;28,210;122,9800
28,220;0,0000;28,220;61,2320;28,220;122,9800
28,230;0,0000;28,230;61,2320;28,230;122,9800
28,240;0,0000;28,240;61,2320;28,240;122,9800
28,250;0,0000;28,250;61,2320;28,250;122,9800
28,260;0,0000;28,260;61,2320;28,260;122,9800
28,270;0,0000;28,270;61,2320;28,270;122,9800
