"Position (mm) Run #1";"Position (mm) Run #2"
-13,9822;19,5249
-11,0607;20,2544
-8,1258;20,5775
-5,3895;21,1351
-2,4680;21,3071
0,4535;21,4791
3,3751;21,6720
6,2966;21,7138
9,2323;21,3489
11,9678;21,1977
14,9183;20,8745
17,4817;20,3793
20,2463;19,7120
22,8393;18,8517
25,2456;17,9915
27,6519;17,1520
30,0735;16,1197
32,3234;15,1079
34,3861;13,9240
36,4645;12,5270
38,3711;11,3430
40,0903;9,9461
41,8411;8,7620
43,2166;7,4056
44,6080;5,8569
45,8276;4,2882
46,8754;2,9515
47,7514;1,2108
48,4392;-0,3379
49,1595;-1,8866
49,5035;-3,4353
49,8800;-5,0036
49,8800;-6,3606
49,9125;-7,9287
49,5685;-9,3053
49,2407;-10,6818
48,7570;-12,0776
47,8968;-13,2820
47,0527;-14,5055
46,0204;-15,5378
45,0202;-16,5701
43,6596;-17,6214
42,1109;-18,5005
40,5780;-19,1886
38,8571;-19,8956
37,1675;-20,4304
35,1023;-20,7745
33,0525;-21,1373
30,8150;-21,3093
28,5928;-21,5187
26,1831;-21,3280
23,7884;-21,3655
21,2064;-21,0215
18,6245;-20,6775
16,0571;-20,3524
13,3029;-19,8553
10,5487;-19,1862
7,7945;-18,3264
5,0544;-17,4667
2,1140;-16,6448
-0,6402;-15,4222
-3,3808;-14,4096
-6,3208;-13,2252
-9,0750;-11,8305
-11,8424;-10,6462
-14,4112;-9,2707
-17,1784;-7,8953
-19,7603;-6,5393
-22,3422;-4,9725
-24,9492;-3,6166
-27,1743;-2,0693
-29,5962;-0,5022
-31,8459;0,8534
-33,9111;2,4007
-35,9883;3,9680
-37,8933;5,3434
-39,6141;6,7189
-41,3467;8,1145
-42,9070;9,3181
-44,2951;10,5014
-45,5110;11,9176
-46,5434;12,9288
-47,5984;14,1734
-48,2866;15,0127
-48,9974;16,0650
-49,3414;16,9454
-49,6967;17,6126
-49,8800;18,5138
-49,8913;19,0297
-49,7193;19,5664
-49,5699;19,9312
-49,0653;20,1032
-48,3774;20,2960
-47,7009;20,3168
-46,8640;20,1448
-45,6604;19,9936
-44,4568;19,6704
-43,2764;19,1335
-41,7291;18,8310
-40,1936;18,1429
-38,4863;17,4547
-36,6073;16,7872
-34,5445;15,9476
-32,4817;14,9153
-30,4434;13,9035
-28,0248;12,6991
-25,8152;11,4947
-23,2245;10,3106
-20,8309;8,9138
-18,2528;7,7093
-15,6748;6,5452
-13,1098;4,9564
-10,3600;3,7920
-7,6102;2,2233
-4,8604;0,8468
-2,1106;-0,5100
0,6392;-2,0784
3,3890;-3,4353
6,1529;-5,0036
8,7167;-6,3801
11,4809;-7,7761
14,0589;-8,9611
16,6370;-10,3570
19,2298;-11,5614
21,6361;-12,7850
24,0424;-13,8173
26,4638;-14,8687
28,7135;-15,7289
30,7763;-16,6081
32,8545;-17,2962
34,7609;-17,9844
36,4801;-18,7103
38,2149;-19,0354
39,7779;-19,5892
41,1692;-19,7612
42,3728;-19,9332
43,5923;-20,1240
44,6400;-20,1428
45,5158;-19,9896
46,2198;-19,6456
46,7518;-19,3205
47,0958;-18,8046
47,4720;-18,3076
47,4720;-17,6386
47,4881;-16,7599
47,3484;-16,1100
46,8323;-15,0593
46,3323;-14,2186
45,6442;-13,2060
44,9881;-12,0024
43,9558;-10,7989
42,9394;-9,6146
41,7508;-8,2392
40,3901;-6,8442
38,8571;-5,6797
37,1363;-4,1128
35,4309;-2,7374
33,5379;-1,3619
31,6602;0,0135
29,5950;1,3890
27,5449;2,7644
25,3225;4,1599
22,9128;5,3434
20,5031;6,7591
18,1081;7,7706
15,5116;8,9742
13,1308;10,1778
10,3623;11,4017
7,7804;12,4334
5,2125;13,4651
2,4444;14,5173
-0,1238;15,3977
-2,8916;16,0856
-5,4601;16,7941
-8,2276;17,3100
-10,8096;17,8466
-13,3915;18,1906
-15,9864;18,5553
-18,3961;18,7273
-20,8058;18,9200
-23,2281;18,9408
-25,4656;18,7687
-27,7154;18,6175
-29,7806;18,2734
-31,8581;17,9501
