"Position (mm) Run #1";"Position (mm) Run #2"
-0,8353;2,1885
-2,0677;3,5914
-3,1000;4,7950
-4,1324;5,9986
-5,1926;7,2575
-6,0806;8,1173
-6,7688;8,9771
-7,5125;9,8925
-7,8565;10,4084
-8,2005;10,9522
-8,6000;11,3520
-8,6277;11,3241
-8,4557;11,5798
-8,3115;11,2079
-7,9952;11,0917
-7,5071;10,6034
-6,8192;9,9153
-6,1592;9,2550
-5,3273;8,4225
-4,2956;7,4179
-3,2639;6,2135
-2,2322;5,0091
-1,2286;3,8322
0,0031;2,4282
1,0066;1,2511
2,2384;-0,1254
3,2984;-1,5020
4,1299;-2,9057
5,1900;-4,0830
6,0782;-5,5137
6,7945;-6,5190
7,3105;-7,7773
7,8549;-8,6375
8,2274;-9,4977
8,4280;-10,4116
8,4566;-10,9276
8,2846;-11,4972
8,1411;-11,6693
7,8256;-11,8680
7,3381;-11,8947
6,6784;-11,7495
5,8182;-11,4055
4,9580;-11,1151
4,1261;-10,4272
3,0938;-9,7662
2,0898;-8,9333
0,8571;-7,9016
-0,1752;-6,8969
-1,1794;-5,6933
-2,4118;-4,5168
-3,4721;-3,1414
-4,3323;-1,7387
-5,1926;-0,5624
-6,0806;0,8130
-6,7966;2,2159
-7,3127;3,4195
-7,8842;4,6231
-8,0563;5,8543
-8,2560;6,8859
-8,2560;7,9454
-8,3115;8,8329
-7,9675;9,5208
-7,6513;10,2643
-7,1632;10,6083
-6,5031;10,9801
-5,6433;11,1800
-4,7835;11,2079
-3,9517;11,0638
-2,9200;10,7197
-1,8883;10,4314
-0,8566;9,7433
0,1469;9,0829
1,3787;8,2227
2,4387;7,4179
3,2701;6,1858
4,3302;5,1811
5,2184;4,0042
5,9062;2,6002
6,6226;1,4232
7,1385;0,0193
7,7115;-1,1578
7,8835;-2,5616
8,0840;-3,7660
8,1126;-4,9704
7,9691;-6,2019
7,6251;-7,2342
7,3095;-8,2934
6,8220;-9,1805
6,1338;-9,8687
5,4741;-10,6104
4,6423;-10,9544
3,6100;-11,3252
2,5494;-11,5240
1,7456;-11,5508
0,5130;-11,3788
-0,5193;-11,2603
-1,5516;-10,7444
-2,5839;-10,2553
-3,6442;-9,5943
-4,5044;-8,7345
-5,3925;-7,9285
-6,0806;-6,6980
-6,7966;-5,6933
-7,3404;-4,4897
-7,7122;-3,3133
-7,8842;-1,9106
-8,0840;-0,7344
-8,1117;0,6685
-7,9675;1,8720
-7,6513;3,0756
-7,1354;4,3067
-6,6473;5,3384
-5,9594;6,3701
-5,2994;7,4295
-4,4396;8,3170
-3,6078;9,0327
-2,5761;9,5486
-1,5444;10,0923
-0,5127;10,4641
0,5190;10,6640
1,5506;10,6919
2,6106;10,5199
3,4704;10,4036
4,3302;9,8875
5,2184;9,3992
5,9347;8,7388
6,4506;7,8786
6,9950;7,0461
7,3390;6,0138
7,7400;5,0091
7,7400;3,8046
7,7685;2,6002
7,6251;1,4232
7,3095;0,0193
6,7935;-1,1851
6,3059;-2,3895
5,6177;-3,5939
4,9580;-4,8255
4,1261;-5,8578
3,0655;-6,8901
2,2336;-7,9763
1,2012;-8,6644
0,1689;-9,3525
-0,8634;-10,0943
-1,8957;-10,4384
-2,9560;-10,8092
-3,8162;-11,0080
-4,7043;-11,0348
-5,3925;-10,8896
-6,1085;-10,5456
-6,6246;-10,2553
-7,1684;-9,5674
-7,5402;-8,8795
-7,7400;-8,2455
-7,7400;-7,1869
-7,7678;-6,3811
-7,6235;-5,1504
-7,3073;-4,1459
-6,7914;-2,9423
-6,3033;-1,7387
-5,6433;-0,5624
-4,7835;0,8404
-3,9238;2,0440
-3,0920;3,2750
-2,0322;4,2792
-1,2005;5,5380
-0,1688;6,3701
0,8629;7,4572
1,9228;8,1450
2,7826;8,8607
3,6424;9,3766
4,5305;9,9482
5,2184;10,1202
5,9347;10,3200
6,4506;10,3478
7,0235;10,1758
7,1955;10,0595
7,3675;9,5434
7,5965;9,0551
7,4245;8,3948
7,2810;7,5345
6,9655;6,7020
6,4779;5,6697
5,7613;4,6649
5,3021;3,4605
4,4418;2,2561
3,5816;1,0517
2,7214;-0,1527
1,8895;-1,3572
0,8571;-2,5616
-0,1752;-3,7932
-1,2356;-4,8255
-2,0958;-5,8578
-2,9560;-6,9171
-3,8162;-7,7773
-4,7043;-8,6913
-5,3925;-9,1805
-6,1085;-9,9223
-6,6524;-10,2664
-6,9964;-10,6372
-7,3960;-10,8360
-7,3960;-10,8628
-7,3960;-10,7176
-7,4238;-10,3736
-7,3073;-10,0833
-6,7636;-9,3686
-6,4753;-8,9064
-5,7874;-8,0466
-5,0996;-7,2138
-4,4396;-6,1821
-3,5798;-5,1775
-2,7481;-3,9468
-1,6883;-2,9423
-0,8566;-1,7387
0,2032;-0,5351
1,0348;0,6685
2,0947;1,8720
2,9545;3,1031
3,8426;4,1348
4,5305;5,1665
5,2468;6,2258
5,7627;7,0856
6,3071;8,0008
6,6510;8,5167
7,0520;9,0327
7,0520;9,6042
7,0520;9,7762
7,1090;9,9760
6,7650;10,0038
6,4494;9,8318
5,9333;9,7154
5,4457;9,1994
4,7859;8,7111
3,8974;8,0229
3,2659;7,3625
2,2053;6,5299
1,3733;5,4976
0,3128;4,4653
-0,5474;3,4330
-1,3795;2,4282
-2,4399;1,2237
-3,3281;0,0193
-3,9883;-1,2124
-4,9043;-2,2175
-5,3925;-3,4490
-6,1363;-4,4814
-6,4804;-5,5137
-6,8522;-6,5730
-7,0242;-7,4602
-7,2240;-8,1483
-7,2518;-8,8633
-7,1076;-9,4063
-6,7636;-9,7503
-6,4475;-10,1212
-5,9316;-10,3200
-5,4435;-10,3468
-4,7835;-10,2016
-3,8958;-9,8577
-3,2639;-9,5406
-2,2042;-9,0515
-1,3444;-8,3637
-0,4846;-7,7027
0,3470;-6,8429
1,4069;-6,0102
2,2667;-4,9785
3,1548;-3,9468
3,8143;-2,9423
4,7308;-1,7115
5,2468;-0,7071
5,7627;0,4965
6,3355;1,7275
6,5075;2,7592
6,6795;3,7909
6,8800;4,8501
6,9085;5,7099
6,7650;6,5974
6,4209;7,2852
6,1054;8,0008
5,6177;8,5445
4,9296;8,8884
4,2414;9,2880
3,5816;9,2602
2,7214;9,4878
1,8612;9,3436
1,0010;8,9996
0,1689;8,6833
-0,8915;8,1950
-1,7517;7,5068
-2,6119;6,8187
-3,5001;6,1858
-4,1882;5,1535
-4,9043;4,0937
-5,4204;3,2885
-5,9364;2,0566
-6,5082;1,0517
-6,6802;-0,1801
-6,8800;-1,1851
-6,8800;-2,4167
-6,9078;-3,4490
-6,7636;-4,5085
-6,4197;-5,3416
