"Position (mm) Run #2";"Position (mm) Run #3"
-99,3081;-72,2400
-98,6202;-72,2052
-97,9163;-72,5319
-97,3681;-72,9959
-97,1961;-74,0110
-96,9919;-75,1809
-97,1477;-76,6953
-97,4756;-78,5712
-97,9917;-80,6195
-98,4757;-82,8064
-99,3198;-85,5606
-100,3362;-88,2816
-101,5247;-91,3311
-102,9012;-94,9143
-104,2620;-98,8749
-105,7950;-102,8196
-107,5002;-106,9682
-109,3777;-110,9133
-111,4430;-115,0462
-113,5082;-119,1641
-115,5430;-123,4844
-117,9678;-127,6173
-120,1902;-131,7503
-122,5999;-135,8832
-125,0096;-140,0302
-127,4193;-143,9908
-129,8290;-147,9649
-132,2387;-151,7531
-134,6626;-155,5677
-136,8859;-159,0112
-139,3096;-162,4804
-141,5610;-165,5919
-143,6124;-168,5309
-145,8773;-171,3100
-147,7704;-173,7320
-149,6769;-175,9939
-151,3978;-177,8990
-153,1453;-179,6439
-154,5219;-181,0444
-155,9116;-182,1004
-157,1423;-182,8004
-158,0025;-183,3402
-158,8758;-183,5358
-159,5900;-183,3875
-159,9340;-182,8834
-160,2910;-182,2312
-160,4890;-181,0395
-160,3170;-179,6881
-160,1580;-177,9810
-159,8400;-176,1266
-159,1521;-173,7203
-158,4904;-171,3388
-157,4587;-168,6141
-156,4534;-165,5209
-155,0779;-162,4534
-153,7291;-159,0168
-152,0099;-155,6067
-150,2908;-151,8268
-148,5988;-148,0606
-146,5360;-144,1229
-144,4732;-139,9998
-142,4243;-135,8768
-140,1898;-131,7537
-137,9693;-127,6453
-135,5630;-123,3358
-133,1567;-119,2128
-130,7504;-115,0897
-128,3586;-110,9667
-125,7512;-106,8592
-123,5610;-102,5171
-120,7664;-98,7212
-118,5469;-95,0805
-116,1861;-91,7829
-113,1727;-88,8613
-111,3126;-85,8898
-109,0469;-83,4835
-107,1247;-81,0433
-105,5931;-78,9465
-103,8424;-77,2102
-102,4670;-75,6113
-101,0756;-74,5623
-99,8560;-73,6679
-98,8083;-73,1173
-97,9163;-72,9280
-97,4004;-72,8933
-96,8683;-73,2027
-96,5082;-73,8562
-96,3038;-74,8540
-96,4758;-76,2134
-96,6317;-77,7278
-96,9434;-79,6039
-97,6316;-81,6352
-98,3036;-84,0113
-99,1317;-86,7155
-100,3362;-89,9041
-101,5087;-94,0696
-102,9623;-97,8739
-105,5914;-101,4897
-107,6723;-105,0898
-109,5653;-108,8624
-111,4430;-112,8229
-113,4929;-116,7835
-115,7455;-120,7291
-117,7957;-124,8768
-120,0331;-128,8228
-122,2706;-132,9701
-124,4932;-136,9165
-126,9176;-141,0634
-129,1550;-145,0377
-131,3781;-148,8259
-133,8021;-152,6274
-136,0537;-156,2564
-138,1049;-159,7129
-140,3563;-162,9968
-142,4215;-166,1210
-144,5006;-168,8878
-146,3936;-171,4821
-148,3002;-173,9164
-150,0346;-175,9939
-151,5967;-177,9111
-152,9732;-179,4839
-154,3631;-180,7003
-155,5939;-181,7564
-156,4542;-182,4683
-157,3275;-182,8360
-158,0287;-182,8479
-158,5579;-182,7114
-158,9150;-182,0355
-159,1000;-181,1995
-159,1130;-180,0199
-158,9541;-178,4847
-158,6362;-176,7898
-157,9484;-174,7516
-157,2736;-172,3453
-156,4270;-169,9639
-155,4086;-167,2394
-154,2183;-164,1461
-152,8428;-161,0788
-151,4808;-157,6422
-149,9470;-154,2322
-148,2414;-150,4523
-146,3504;-146,6861
-144,4595;-142,7347
-142,5824;-138,7973
-140,5196;-134,6600
-138,4709;-130,7230
-136,2364;-126,5999
-134,0018;-122,4620
-131,7673;-118,5256
-129,5472;-114,3873
-127,1263;-110,4358
-124,8917;-106,5470
-122,6572;-101,8298
-120,4077;-98,0178
-118,3449;-94,5488
-116,2821;-91,4392
-114,2041;-88,5011
-112,3131;-85,7179
-110,4222;-83,2779
-108,5157;-81,1983
-106,8122;-79,2903
-104,9212;-77,5369
-102,9827;-76,1271
-101,5755;-75,0610
-100,5278;-74,3386
-99,6520;-73,9773
-98,9481;-73,7707
-98,4161;-73,9081
-98,0561;-74,3896
-97,8680;-75,2326
-97,8358;-76,2306
-98,1798;-77,5729
-98,5239;-79,2767
-98,8358;-81,1358
-99,5079;-83,3565
-100,3522;-85,7327
-101,3845;-88,4703
-102,3850;-91,3804
-103,7616;-94,4629
-105,1224;-97,7179
-106,6397;-101,1135
-108,5639;-105,0267
